chr	windowStart	windowEnd	D	f_d	f_dM
NC_031969	7.07796e+06	7322460	0.807085	0.518091	0.213103
NC_031969	7.12425e+06	7368851	0.787741	0.494671	0.195006
NC_031969	7.16929e+06	7434491	0.759752	0.46648	0.180854
NC_031969	7.23325e+06	7476792	0.761897	0.472008	0.181887
NC_031969	7.2774e+06	7522381	0.76765	0.477487	0.174119
NC_031969	7.32249e+06	7584581	0.763403	0.438772	0.162724
NC_031969	7.36885e+06	7630776	0.767829	0.43629	0.166753
NC_031969	7.43491e+06	7672967	0.700663	0.426337	0.154762
NC_031969	7.47763e+06	7724153	0.630137	0.373494	0.139831
NC_031969	7.52284e+06	7888294	0.564039	0.327564	0.120838
NC_031969	7.58458e+06	7928920	0.565075	0.351536	0.1265
NC_031969	7.63085e+06	7966139	0.467758	0.309841	0.106632
NC_031969	7.67297e+06	8008668	0.533367	0.355165	0.122631
NC_031969	7.72446e+06	8061425	0.534789	0.347124	0.118614
NC_031969	7.88847e+06	8120318	0.587967	0.395221	0.13961
NC_031969	7.92898e+06	8171602	0.58733	0.396457	0.143839
NC_031969	7.96615e+06	8217015	0.652098	0.430965	0.155546
NC_031969	8.00867e+06	8248147	0.671256	0.419806	0.16318
NC_031969	8.06155e+06	8284246	0.672131	0.408281	0.169754
NC_031969	8.1206e+06	8324926	0.607558	0.362742	0.143314
NC_031969	8.17171e+06	8365286	0.581	0.3445	0.134959
NC_031969	8.21714e+06	8395380	0.588536	0.338136	0.139158
NC_031969	8.24821e+06	8432883	0.554	0.318299	0.13156
NC_031969	8.28432e+06	8495764	0.563985	0.360292	0.13702
NC_031969	8.325e+06	8570505	0.643333	0.393075	0.160232
NC_031969	8.36529e+06	8629045	0.651888	0.39424	0.162939
NC_031969	8.3954e+06	8697299	0.586181	0.383568	0.154282
NC_031969	8.43358e+06	8755954	0.600958	0.412788	0.162202
NC_031969	8.49596e+06	8807536	0.653021	0.411548	0.179785
NC_031969	8.57176e+06	8854954	0.6	0.395098	0.168289
NC_031969	8.63038e+06	8905488	0.592875	0.376414	0.163969
NC_031969	8.69732e+06	8947475	0.637741	0.381384	0.17137
NC_031969	8.75612e+06	9022806	0.634629	0.371404	0.162213
NC_031969	8.80754e+06	9072987	0.572946	0.363212	0.141774
NC_031969	8.8551e+06	9107958	0.584491	0.352242	0.141294
NC_031969	8.90553e+06	9145426	0.512632	0.347447	0.129843
NC_031969	8.9477e+06	9179832	0.467325	0.335584	0.117828
NC_031969	9.02306e+06	9212357	0.424478	0.303262	0.109551
NC_031969	9.07304e+06	9252235	0.458738	0.292751	0.117275
NC_031969	9.10806e+06	9288484	0.4963	0.32261	0.128935
NC_031969	9.14549e+06	9342545	0.544131	0.341686	0.13328
NC_031969	9.18036e+06	9460044	0.572669	0.342724	0.139006
NC_031969	9.21236e+06	9500639	0.580304	0.343784	0.137155
NC_031969	9.2524e+06	9532850	0.556665	0.347425	0.139408
NC_031969	9.28859e+06	9579332	0.571919	0.346694	0.147737
NC_031969	9.34255e+06	9624209	0.596049	0.369079	0.155414
NC_031969	9.46006e+06	9660991	0.591663	0.382923	0.159712
NC_031969	9.50065e+06	9699476	0.619442	0.402153	0.179241
NC_031969	9.53286e+06	9741670	0.685736	0.429902	0.197222
NC_031969	9.57935e+06	9780872	0.693467	0.436284	0.196108
NC_031969	9.62422e+06	9821248	0.729393	0.447901	0.202455
NC_031969	9.66099e+06	9860968	0.776582	0.444474	0.207275
NC_031969	9.69962e+06	9906497	0.732816	0.408679	0.186479
NC_031969	9.74167e+06	9940417	0.649077	0.356558	0.15149
NC_031969	9.78088e+06	9983894	0.623284	0.334079	0.143483
NC_031969	9.82202e+06	10020651	0.588643	0.308384	0.139548
NC_031969	9.86108e+06	10059476	0.564666	0.31557	0.132178
NC_031969	9.90663e+06	10106202	0.619262	0.363151	0.1444
NC_031969	9.94042e+06	10153917	0.68068	0.415954	0.161143
NC_031969	9.98391e+06	10195957	0.611912	0.413159	0.147872
NC_031969	1.00207e+07	10231814	0.622782	0.439177	0.15285
NC_031969	1.00595e+07	10267277	0.617375	0.409376	0.153466
NC_031969	1.01062e+07	10313622	0.592527	0.398623	0.146801
NC_031969	1.01539e+07	10361666	0.535893	0.38915	0.145356
NC_031969	1.0196e+07	10404143	0.619917	0.422571	0.163825
NC_031969	1.02323e+07	10444070	0.626623	0.403977	0.163317
NC_031969	1.02673e+07	10511987	0.598888	0.411797	0.154224
NC_031969	1.03138e+07	10554166	0.622565	0.420735	0.16083
NC_031969	1.03617e+07	10600192	0.691892	0.440728	0.177391
NC_031969	1.04042e+07	10639538	0.716495	0.461137	0.190672
NC_031969	1.04441e+07	10691632	0.714177	0.481349	0.188362
NC_031969	1.05121e+07	10720037	0.734598	0.4951	0.200417
NC_031969	1.05542e+07	10751466	0.755394	0.491993	0.202271
NC_031969	1.06009e+07	10784510	0.73601	0.480564	0.187548
NC_031969	1.06395e+07	10823492	0.675586	0.447352	0.174135
NC_031969	1.06916e+07	10858706	0.655343	0.431175	0.167862
NC_031969	1.07201e+07	10895096	0.718399	0.444785	0.181901
NC_031969	1.07515e+07	10934156	0.702313	0.435748	0.174408
NC_031969	1.07845e+07	10975395	0.702089	0.42455	0.170763
NC_031969	1.08235e+07	11022603	0.805556	0.4839	0.197541
NC_031969	1.08588e+07	11071269	0.835137	0.511018	0.2069
NC_031969	1.08951e+07	11114004	0.829287	0.498412	0.213089
NC_031969	1.09346e+07	11169841	0.795542	0.497895	0.209239
NC_031969	1.09754e+07	11235179	0.815681	0.515484	0.226314
NC_031969	1.10227e+07	11288915	0.788978	0.51049	0.216067
NC_031969	1.10713e+07	11339548	0.80388	0.511386	0.226804
NC_031969	1.1114e+07	11392614	0.829804	0.531338	0.239821
NC_031969	1.11698e+07	11423182	0.862127	0.562185	0.254612
NC_031969	1.12352e+07	11463559	0.870416	0.557814	0.246968
NC_031969	1.12892e+07	11521132	0.846693	0.525498	0.225288
NC_031969	1.13399e+07	11580593	0.831343	0.519832	0.222001
NC_031969	1.13928e+07	11626814	0.778839	0.500767	0.201192
NC_031969	1.14232e+07	11674727	0.817513	0.479292	0.212023
NC_031969	1.14636e+07	11721152	0.755876	0.462049	0.19196
NC_031969	1.15211e+07	11797587	0.744103	0.450108	0.192287
NC_031969	1.15807e+07	11855615	0.727059	0.425078	0.176781
NC_031969	1.16268e+07	11911500	0.758278	0.44819	0.178079
NC_031969	1.16747e+07	11969410	0.748472	0.455179	0.171442
NC_031969	1.17212e+07	12031105	0.839753	0.49478	0.208134
NC_031969	1.17976e+07	12083176	0.882904	0.530294	0.223793
NC_031969	1.18559e+07	12120280	0.902403	0.534564	0.241672
NC_031969	1.19116e+07	12158684	0.879004	0.51506	0.240003
NC_031969	1.19699e+07	12202308	0.855072	0.485242	0.232706
NC_031969	1.20311e+07	12253664	0.79189	0.438601	0.204191
NC_031969	1.20834e+07	12292789	0.770239	0.408088	0.197003
NC_031969	1.21203e+07	12333798	0.753268	0.421968	0.186338
NC_031969	1.21588e+07	12388008	0.740351	0.396617	0.176127
NC_031969	1.22027e+07	12465974	0.722997	0.42132	0.175476
NC_031969	1.22537e+07	12498149	0.740605	0.451397	0.178524
NC_031969	1.2295e+07	12538336	0.784878	0.515976	0.193692
NC_031969	1.23339e+07	12574411	0.784296	0.484933	0.184345
NC_031969	1.2388e+07	12624142	0.766982	0.502809	0.19085
NC_031969	1.24661e+07	12656505	0.784439	0.51622	0.199139
NC_031969	1.24983e+07	12710032	0.739222	0.502322	0.193788
NC_031969	1.25384e+07	12777137	0.706775	0.444217	0.184341
NC_031969	1.25744e+07	12903801	0.69202	0.444159	0.193195
NC_031969	1.26243e+07	12966523	0.716676	0.440849	0.191686
NC_031969	1.26565e+07	13012666	0.726972	0.399274	0.190147
NC_031969	1.271e+07	13053362	0.788315	0.408036	0.206716
NC_031969	1.27771e+07	13084071	0.792526	0.432455	0.210722
NC_031969	1.29044e+07	13120396	0.81947	0.464963	0.216548
NC_031969	1.29666e+07	13158000	0.818944	0.492658	0.219125
NC_031969	1.30129e+07	13193476	0.817761	0.530761	0.211441
NC_031969	1.30535e+07	13230496	0.83125	0.558164	0.218055
NC_031969	1.30841e+07	13423931	0.796583	0.550387	0.208876
NC_031969	1.31204e+07	13480622	0.745856	0.516335	0.197272
NC_031969	1.3158e+07	13532488	0.770283	0.492927	0.205922
NC_031969	1.31935e+07	13568494	0.766578	0.475981	0.211747
NC_031969	1.32305e+07	13600091	0.746741	0.427619	0.191614
NC_031969	1.3424e+07	13645475	0.8	0.420257	0.196778
NC_031969	1.34807e+07	13687122	0.812977	0.424985	0.193426
NC_031969	1.35326e+07	13724572	0.790744	0.41858	0.17522
NC_031969	1.35685e+07	13761800	0.80468	0.443939	0.174854
NC_031969	1.36002e+07	13802295	0.815867	0.48834	0.183449
NC_031969	1.36456e+07	13843882	0.817955	0.527049	0.204192
NC_031969	1.36874e+07	13889760	0.860983	0.531028	0.217206
NC_031969	1.3725e+07	13929631	0.850158	0.506103	0.216466
NC_031969	1.37619e+07	13959139	0.84202	0.486588	0.214434
NC_031969	1.38023e+07	13999275	0.84808	0.464776	0.216631
NC_031969	1.38439e+07	14043079	0.84494	0.461929	0.207148
NC_031969	1.38898e+07	14095917	0.814045	0.449481	0.200341
NC_031969	1.39297e+07	14139800	0.841873	0.492118	0.218552
NC_031969	1.39592e+07	14174500	0.780239	0.468655	0.202631
NC_031969	1.39993e+07	14202454	0.749471	0.464457	0.18644
NC_031969	1.40432e+07	14236443	0.77453	0.462241	0.185555
NC_031969	1.40961e+07	14276005	0.776671	0.455779	0.183845
NC_031969	1.41399e+07	14492082	0.739287	0.422042	0.169362
NC_031969	1.41745e+07	14529709	0.819936	0.464179	0.182749
NC_031969	1.42025e+07	14565724	0.845558	0.49107	0.197331
NC_031969	1.42365e+07	14602547	0.855508	0.500628	0.195223
NC_031969	1.4276e+07	14635870	0.881125	0.516009	0.202894
NC_031969	1.44924e+07	14672517	0.887611	0.541577	0.205744
NC_031969	1.45297e+07	14722252	0.897736	0.541176	0.224041
NC_031969	1.45658e+07	14767325	0.904676	0.522176	0.234059
NC_031969	1.46026e+07	14809640	0.911243	0.523391	0.240183
NC_031969	1.46359e+07	14846857	0.904478	0.503322	0.230725
NC_031969	1.46726e+07	15261432	0.855774	0.475042	0.227864
NC_031969	1.47225e+07	15296260	0.799531	0.434043	0.212673
NC_031969	1.47675e+07	15333555	0.765817	0.419915	0.195184
NC_031969	1.48096e+07	15377928	0.726027	0.393519	0.180386
NC_031969	1.48469e+07	15414963	0.688345	0.421835	0.180544
NC_031969	1.52615e+07	15455568	0.769392	0.438471	0.185964
NC_031969	1.52963e+07	15494527	0.839323	0.476019	0.196243
NC_031969	1.53336e+07	15533852	0.853763	0.484516	0.193765
NC_031969	1.5378e+07	15576541	0.852797	0.48446	0.199186
NC_031969	1.5415e+07	15622316	0.859023	0.479098	0.196824
NC_031969	1.54556e+07	15659488	0.823741	0.480399	0.199575
NC_031969	1.54945e+07	15699809	0.750973	0.461538	0.183238
NC_031969	1.55339e+07	15738204	0.745058	0.481491	0.18683
NC_031969	1.55765e+07	15786909	0.74173	0.505982	0.185285
NC_031969	1.56223e+07	15813380	0.672238	0.459114	0.190398
NC_031969	1.56595e+07	15838525	0.673514	0.469385	0.185896
NC_031969	1.57001e+07	15879280	0.697208	0.481336	0.185179
NC_031969	1.57382e+07	15924389	0.719654	0.486596	0.198435
NC_031969	1.57869e+07	15960340	0.739668	0.477616	0.202806
NC_031969	1.58134e+07	15994151	0.825572	0.524194	0.199305
NC_031969	1.58385e+07	16028352	0.823581	0.525348	0.196581
NC_031969	1.58793e+07	16068210	0.866352	0.547714	0.213939
NC_031969	1.59248e+07	16112971	0.870579	0.555955	0.211152
NC_031969	1.59604e+07	16174706	0.883098	0.545538	0.21886
NC_031969	1.59942e+07	16211542	0.906994	0.53441	0.223248
NC_031969	1.60284e+07	16261501	0.91255	0.52882	0.232919
NC_031969	1.60683e+07	16312949	0.869399	0.515286	0.222055
NC_031969	1.6113e+07	16389183	0.878998	0.495923	0.209921
NC_031969	1.61747e+07	16425613	0.852192	0.517298	0.198773
NC_031969	1.62116e+07	16463451	0.859012	0.545942	0.206139
NC_031969	1.62616e+07	16501634	0.884873	0.547261	0.205663
NC_031969	1.6313e+07	16540206	0.932961	0.55962	0.20912
NC_031969	1.63892e+07	16579773	0.888405	0.561587	0.204968
NC_031969	1.64256e+07	16620491	0.893993	0.522592	0.204424
NC_031969	1.64635e+07	16655573	0.869934	0.487973	0.18785
NC_031969	1.65016e+07	16705159	0.836004	0.485628	0.179791
NC_031969	1.65403e+07	16750186	0.817232	0.456268	0.186828
NC_031969	1.65798e+07	16789025	0.862369	0.473911	0.198995
NC_031969	1.66205e+07	16826415	0.850168	0.494855	0.197807
NC_031969	1.66558e+07	16869959	0.815603	0.476252	0.187344
NC_031969	1.67052e+07	16923339	0.829749	0.487689	0.189531
NC_031969	1.67502e+07	17209564	0.747105	0.471982	0.170408
NC_031969	1.6789e+07	17260318	0.737931	0.486732	0.175842
NC_031969	1.68264e+07	17316518	0.743711	0.491916	0.173581
NC_031969	1.687e+07	17391034	0.826594	0.535367	0.208036
NC_031969	1.69233e+07	17460196	0.83795	0.546656	0.20884
NC_031969	1.72107e+07	17523941	0.91174	0.580469	0.221805
NC_031969	1.72603e+07	17594039	0.9	0.54047	0.212047
NC_031969	1.73166e+07	17656904	0.885362	0.529257	0.208688
NC_031969	1.7391e+07	17706380	0.88303	0.538282	0.191795
NC_031969	1.74602e+07	17752473	0.91222	0.557308	0.217436
NC_031969	1.7524e+07	17802682	0.928966	0.576961	0.236014
NC_031969	1.75947e+07	17860648	0.956452	0.616184	0.240483
NC_031969	1.76569e+07	17923000	0.966667	0.627609	0.259557
NC_031969	1.77067e+07	18018658	0.964438	0.619595	0.267586
NC_031969	1.77526e+07	18120342	0.955072	0.58564	0.258152
NC_031969	1.78027e+07	18212075	0.945012	0.597162	0.235812
NC_031969	1.78607e+07	18266674	0.941967	0.562606	0.251665
NC_031969	1.7923e+07	18333034	0.952703	0.551212	0.258573
NC_031969	1.80187e+07	18406197	0.942675	0.555139	0.261854
NC_031969	1.81205e+07	18473099	0.937132	0.555836	0.250855
NC_031969	1.82125e+07	18513904	0.958386	0.56727	0.262499
NC_031969	1.82667e+07	18582663	0.947748	0.588477	0.262061
NC_031969	1.83341e+07	18636384	0.942659	0.575274	0.251407
NC_031969	1.84062e+07	18685091	0.940629	0.57361	0.237601
NC_031969	1.84731e+07	18858660	0.903946	0.569953	0.239023
NC_031969	1.85139e+07	19208998	0.82406	0.51753	0.22264
NC_031969	1.85832e+07	19301604	0.78269	0.463058	0.192872
NC_031969	1.86364e+07	19350042	0.747835	0.47565	0.179166
NC_031969	1.86852e+07	19396764	0.75	0.481325	0.185273
NC_031969	1.88587e+07	19448082	0.743762	0.473861	0.186365
NC_031969	1.9209e+07	19497246	0.75766	0.461212	0.188987
NC_031969	1.93016e+07	19543956	0.774454	0.499674	0.20195
NC_031969	1.93501e+07	19597819	0.75139	0.459168	0.192169
NC_031969	1.93968e+07	19649118	0.750913	0.441718	0.203412
NC_031969	1.94481e+07	19691148	0.740654	0.418938	0.189649
NC_031969	1.94973e+07	19762721	0.805982	0.437371	0.197915
NC_031969	1.95440e+07	20335610	0.761945	0.407571	0.185538
NC_031969	1.95981e+07	20842667	0.722156	0.410716	0.190491
NC_031969	1.96491e+07	21121921	0.734129	0.42872	0.185031
NC_031969	1.96912e+07	21163290	0.790891	0.47083	0.207665
NC_031969	1.97634e+07	21212941	0.755622	0.471233	0.196482
NC_031969	2.03357e+07	21271414	0.769335	0.490988	0.195171
NC_031969	2.08427e+07	21335821	0.870029	0.529204	0.201913
NC_031969	2.11223e+07	21389619	0.847015	0.516496	0.201823
NC_031969	2.11633e+07	21455587	0.835866	0.502742	0.188313
NC_031969	2.12129e+07	21508453	0.866055	0.534541	0.204196
NC_031969	2.12715e+07	21563764	0.897993	0.542942	0.220846
NC_031969	2.13359e+07	21608351	0.864144	0.542917	0.208545
NC_031969	2.13896e+07	21656684	0.908789	0.548793	0.216596
NC_031969	2.14556e+07	21702893	0.907863	0.557259	0.220269
NC_031969	2.15085e+07	21750027	0.900697	0.530226	0.207418
NC_031969	2.15638e+07	21797694	0.876072	0.487792	0.184575
NC_031969	2.16084e+07	21887319	0.876122	0.49885	0.195102
NC_031969	2.16567e+07	21943379	0.862197	0.505321	0.196499
NC_031969	2.17029e+07	21995156	0.868726	0.512383	0.201726
NC_031969	2.17501e+07	22039881	0.835431	0.500435	0.197958
NC_031969	2.17977e+07	22073963	0.846	0.537997	0.206417
NC_031969	2.18873e+07	22112572	0.864979	0.515075	0.206862
NC_031969	2.19434e+07	22152433	0.808976	0.487179	0.182597
NC_031969	2.19953e+07	22185134	0.743831	0.444366	0.158072
NC_031969	2.20399e+07	22349652	0.584354	0.495703	0.133917
NC_031969	2.2074e+07	22398703	0.608571	0.506786	0.142982
NC_031969	2.21126e+07	22441468	0.610533	0.496496	0.145475
NC_031969	2.21524e+07	22478615	0.571226	0.453491	0.139802
NC_031969	2.21851e+07	22519578	0.623446	0.490054	0.153841
NC_031969	2.23497e+07	22565385	0.800923	0.492156	0.20361
NC_031969	2.23988e+07	22604436	0.79919	0.493747	0.203841
NC_031969	2.24416e+07	22685063	0.805295	0.495533	0.21082
NC_031969	2.24787e+07	22732719	0.877372	0.543891	0.236707
NC_031969	2.25196e+07	22777689	0.880317	0.560606	0.239741
NC_031969	2.25654e+07	22811845	0.847777	0.541386	0.221065
NC_031969	2.26044e+07	22866205	0.848046	0.537861	0.222012
NC_031969	2.26851e+07	22911977	0.863946	0.562756	0.231004
NC_031969	2.27327e+07	22980784	0.884932	0.557197	0.231261
NC_031969	2.27777e+07	23050835	0.898551	0.55139	0.235385
NC_031969	2.28122e+07	23119092	0.94865	0.567379	0.259511
NC_031969	2.28662e+07	23166053	0.944371	0.565256	0.259757
NC_031969	2.2912e+07	23206565	0.945347	0.555797	0.234647
NC_031969	2.29808e+07	23241541	0.923729	0.541212	0.211199
NC_031969	2.30509e+07	23284776	0.869963	0.517711	0.197259
NC_031969	2.31191e+07	23516487	0.789163	0.459552	0.166459
NC_031969	2.31661e+07	23548871	0.797661	0.426939	0.160266
NC_031969	2.32066e+07	23590012	0.752624	0.414218	0.162144
NC_031969	2.32415e+07	23623196	0.726061	0.416841	0.173926
NC_031969	2.32848e+07	23667326	0.744232	0.421671	0.176596
NC_031969	2.35165e+07	23704219	0.769139	0.448324	0.180037
NC_031969	2.35489e+07	23737992	0.774146	0.468947	0.192109
NC_031969	2.359e+07	23813051	0.806938	0.461207	0.203926
NC_031969	2.36232e+07	23852124	0.826167	0.476774	0.203632
NC_031969	2.36673e+07	23901203	0.854241	0.477814	0.208467
NC_031969	2.37043e+07	23945999	0.873589	0.484571	0.21189
NC_031969	2.3738e+07	23987611	0.898064	0.513047	0.216788
NC_031969	2.38131e+07	24031366	0.891785	0.531998	0.210765
NC_031969	2.38521e+07	24072162	0.940629	0.558815	0.214767
NC_031969	2.39012e+07	24125965	0.914202	0.563238	0.220092
NC_031969	2.39461e+07	24174050	0.914251	0.531184	0.225499
NC_031969	2.39877e+07	24213965	0.869529	0.519857	0.21374
NC_031969	2.40314e+07	24271307	0.885848	0.514584	0.225169
NC_031969	2.40723e+07	24309800	0.855385	0.497372	0.220558
NC_031969	2.4126e+07	24378471	0.840241	0.483574	0.215386
NC_031969	2.41741e+07	24416024	0.823221	0.479128	0.212295
NC_031969	2.4214e+07	24458977	0.861175	0.494146	0.213876
NC_031969	2.42713e+07	24498848	0.822701	0.500567	0.200982
NC_031969	2.43103e+07	24531678	0.80885	0.47567	0.1982
NC_031969	2.43785e+07	24639822	0.815884	0.504605	0.21011
NC_031969	2.4416e+07	24697182	0.833483	0.559663	0.212776
NC_031969	2.4459e+07	24770000	0.833046	0.524235	0.227257
NC_031969	2.44988e+07	24833051	0.861386	0.526608	0.235959
NC_031969	2.45318e+07	24887017	0.885449	0.56158	0.240735
NC_031969	2.46398e+07	24943801	0.910899	0.56624	0.229776
NC_031969	2.46972e+07	25001518	0.922481	0.574571	0.237804
NC_031969	2.477e+07	25064228	0.912913	0.607056	0.232455
NC_031969	2.48332e+07	25115815	0.923698	0.60121	0.235675
NC_031969	2.4887e+07	25176431	0.924943	0.571429	0.223443
NC_031969	2.49439e+07	25230983	0.926775	0.550044	0.230162
NC_031969	2.50016e+07	25273427	0.931061	0.512938	0.224886
NC_031969	2.50643e+07	25392004	0.933891	0.475501	0.220118
NC_031969	2.51158e+07	25431875	0.940708	0.474978	0.207739
NC_031969	2.51768e+07	25488382	0.923261	0.497202	0.221647
NC_031969	2.5231e+07	25545415	0.930408	0.491803	0.229136
NC_031969	2.52736e+07	25589038	0.921708	0.498364	0.233649
NC_031969	2.5392e+07	25641788	0.929528	0.522273	0.230534
NC_031969	2.54319e+07	25691692	0.917012	0.510884	0.237019
NC_031969	2.54902e+07	25768979	0.909348	0.520154	0.233433
NC_031969	2.55456e+07	25813152	0.895288	0.556615	0.227415
NC_031969	2.55891e+07	25857292	0.863772	0.569595	0.2212
NC_031969	2.56418e+07	25895816	0.855204	0.528487	0.218129
NC_031969	2.56917e+07	25942621	0.813665	0.537229	0.203071
NC_031969	2.57691e+07	25991973	0.789562	0.494009	0.196656
NC_031969	2.58133e+07	26038540	0.75	0.436189	0.175456
NC_031969	2.58574e+07	26086411	0.761223	0.418647	0.174484
NC_031969	2.58958e+07	26145766	0.717949	0.419355	0.169145
NC_031969	2.59426e+07	26200320	0.753398	0.419686	0.183538
NC_031969	2.5992e+07	26234069	0.774226	0.424193	0.178736
NC_031969	2.60385e+07	26273498	0.780546	0.458615	0.185747
NC_031969	2.60864e+07	26323515	0.80444	0.504742	0.194851
NC_031969	2.61458e+07	26411427	0.847627	0.537845	0.205163
NC_031969	2.62004e+07	26724702	0.83618	0.536537	0.199228
NC_031969	2.62341e+07	26794788	0.855072	0.550742	0.221293
NC_031969	2.62737e+07	26849900	0.856836	0.544834	0.224578
NC_031969	2.6325e+07	26900175	0.818584	0.519177	0.209434
NC_031969	2.64115e+07	26942080	0.813534	0.50139	0.212657
NC_031969	2.67247e+07	26977710	0.805869	0.503289	0.215884
NC_031969	2.67948e+07	27020296	0.771836	0.464094	0.186799
NC_031969	2.68499e+07	27088796	0.767849	0.456867	0.186927
NC_031969	2.69002e+07	27130257	0.78952	0.444362	0.189735
NC_031969	2.69421e+07	27193145	0.766377	0.434658	0.176626
NC_031969	2.69778e+07	27232073	0.791461	0.458713	0.183514
NC_031969	2.70203e+07	27377950	0.799589	0.483246	0.20122
NC_031969	2.70888e+07	27424891	0.774874	0.485473	0.189798
NC_031969	2.71303e+07	27477020	0.793075	0.495326	0.194645
NC_031969	2.71932e+07	27530386	0.792763	0.489812	0.196817
NC_031969	2.72321e+07	27842851	0.76489	0.474064	0.191759
NC_031969	2.73788e+07	27891619	0.762199	0.478333	0.193713
NC_031969	2.74249e+07	27978031	0.720229	0.451492	0.188203
NC_031969	2.74774e+07	28020569	0.70989	0.44181	0.18518
NC_031969	2.75304e+07	28065011	0.724292	0.445616	0.19279
NC_031969	2.78429e+07	28100669	0.740682	0.434621	0.188079
NC_031969	2.78918e+07	28139759	0.730924	0.419355	0.18395
NC_031969	2.79781e+07	28181861	0.796791	0.439096	0.194475
NC_031969	2.80206e+07	28216305	0.731128	0.42131	0.182395
NC_031969	2.8065e+07	28248916	0.711111	0.410256	0.17105
NC_031969	2.81009e+07	28286906	0.739899	0.446873	0.183776
NC_031969	2.81398e+07	28323201	0.795638	0.464404	0.200938
NC_031969	2.81823e+07	28370041	0.809843	0.485038	0.20745
NC_031969	2.82163e+07	28411231	0.857036	0.5	0.226174
NC_031969	2.82489e+07	28457886	0.850986	0.513668	0.225731
NC_031969	2.82869e+07	28496960	0.842424	0.479724	0.226108
NC_031969	2.83232e+07	28735423	0.800388	0.466395	0.213442
