chr	windowStart	windowEnd	D	f_d	f_dM	d_f
scaffold_18	37499	38731	-0.997072	-2.894749	-0.674681	-0.725240
scaffold_18	37526	38775	-0.997028	-2.570494	-0.708360	-0.997028
scaffold_18	37567	38795	-0.965753	-3.201492	-0.737847	-0.965753
scaffold_18	37568	38964	-0.962121	-1.682537	-0.605041	-0.962121
scaffold_18	38519	38977	-0.944444	-1.338912	-0.548083	-0.944444
scaffold_18	38592	38986	-0.953488	-3.173502	-0.739850	-0.953488
scaffold_18	38613	39151	-0.953488	-3.038791	-0.725837	-0.953488
scaffold_18	38654	39221	-0.948956	-1.775834	-0.617502	-0.948956
scaffold_18	38660	39338	-0.919003	-0.717886	-0.403579	-0.919003
scaffold_18	38731	39553	-0.834951	-0.443026	-0.290409	-0.568872
scaffold_18	38775	39650	-0.814815	-0.385692	-0.263049	-0.544201
scaffold_18	38795	39671	-0.729206	-0.325420	-0.228928	-0.482217
scaffold_18	38964	39689	-0.787541	-0.507589	-0.307965	-0.499705
scaffold_18	38977	39741	-0.717921	-0.473833	-0.288644	-0.429682
scaffold_18	38986	39751	-0.712387	-0.481727	-0.292762	-0.409035
scaffold_18	39151	39753	-0.516843	-0.362855	-0.238155	-0.276344
scaffold_18	39221	39828	-0.310287	-0.188867	-0.141019	-0.157265
scaffold_18	39338	39869	-0.217813	-0.222444	-0.147758	-0.100898
scaffold_18	39553	40042	-0.221609	-0.703268	-0.274190	-0.102292
scaffold_18	39650	40048	-0.229323	-0.731446	-0.290078	-0.125192
scaffold_18	39671	40272	-0.307167	-0.644122	-0.305481	-0.175012
scaffold_18	39689	40304	-0.428135	-1.104319	-0.432543	-0.255358
scaffold_18	39741	40312	-0.243446	-0.331530	-0.208786	-0.149168
scaffold_18	39751	40396	-0.316901	-0.831299	-0.300261	-0.130293
scaffold_18	39753	40599	-0.400480	-0.786799	-0.260872	-0.137637
scaffold_18	39828	40710	-0.559184	-1.922846	-0.298831	-0.164111
scaffold_18	39869	40711	-0.728304	-3.811449	-0.417325	-0.245334
scaffold_18	40042	40713	-0.872794	-3.306012	-0.439912	-0.302883
scaffold_18	40048	40746	-0.909195	-4.493771	-0.513092	-0.369109
scaffold_18	40272	40771	-0.923890	-4.926124	-0.538216	-0.396192
scaffold_18	40304	41070	-0.933702	-12.622033	-0.608352	-0.432225
scaffold_18	40312	41357	-0.939900	-5.348261	-0.588489	-0.458096
scaffold_18	40396	41383	-1.000000	-9.517897	-0.665192	-0.518717
scaffold_18	40599	41397	-1.000000	-7.504520	-0.706240	-0.658537
scaffold_18	40710	41473	-1.000000	-14.526940	-0.813525	-0.815603
scaffold_18	40711	41510	-1.000000	-6.699448	-0.858854	-1.000000
scaffold_18	40713	41556	-1.000000	-6.699448	-0.854829	-1.000000
scaffold_18	40746	41682	-1.000000	-5.416428	-0.826299	-1.000000
scaffold_18	40771	41937	-1.000000	-4.125717	-0.786987	-1.000000
scaffold_18	41070	41942	-1.000000	-3.392261	-0.755238	-1.000000
scaffold_18	41357	43923	-1.000000	-3.626036	-0.746979	-0.955204
scaffold_18	41383	43993	-1.000000	-5.702460	-0.785798	-0.911409
scaffold_18	41397	44024	-1.000000	-7.626506	-0.786737	-0.865937
scaffold_18	41473	44057	-0.996269	-5.584105	-0.742473	-0.842271
scaffold_18	41510	44136	-0.995587	-3.949178	-0.699331	-0.818594
scaffold_18	41556	44212	-0.995297	-3.659297	-0.684140	-0.808887
scaffold_18	41682	44238	-0.994781	-3.005180	-0.653402	-0.792208
scaffold_18	41937	44285	-0.993912	-3.158950	-0.646243	-0.765533
scaffold_18	41942	44293	-0.957356	-2.830512	-0.589243	-0.675188
scaffold_18	43923	44397	-0.869848	-2.483631	-0.544228	-0.610350
scaffold_18	43993	44422	-0.868132	-4.166667	-0.563003	-0.549374
scaffold_18	44024	44435	-0.860140	-3.624754	-0.542173	-0.529412
scaffold_18	44057	44437	-0.872068	-5.812018	-0.555258	-0.521019
scaffold_18	44136	44594	-0.797422	-14.923683	-0.504309	-0.449170
scaffold_18	44212	44607	-0.757466	-86.161765	-0.503039	-0.429892
scaffold_18	44238	44741	-0.779786	-18.190033	-0.521904	-0.460903
scaffold_18	44285	44835	-0.769165	-68.242358	-0.505374	-0.445831
scaffold_18	44293	44869	-0.805797	69.129663	-0.573392	-0.500450
scaffold_18	44397	44940	-0.845953	15.744533	-0.633591	-0.545914
scaffold_18	44422	44971	-0.902743	7.343863	-0.708892	-0.591987
scaffold_18	44435	45053	-0.900763	23.588767	-0.712767	-0.661064
scaffold_18	44437	45092	-0.840666	-20.126068	-0.697024	-0.668242
scaffold_18	44594	45173	-0.834363	-6.509161	-0.704363	-0.738512
scaffold_18	44607	45445	-0.885714	-4.763747	-0.694561	-0.885714
scaffold_18	44741	45451	-0.885714	-4.763747	-0.694561	-0.885714
scaffold_18	44835	45453	-0.848255	-4.139865	-0.656370	-0.848255
scaffold_18	44869	45482	-0.848255	-4.229356	-0.676001	-0.848255
scaffold_18	44940	45564	-0.841521	-4.017510	-0.664646	-0.841521
scaffold_18	44971	45611	-0.841521	-4.440860	-0.677180	-0.841521
scaffold_18	45053	45802	-0.848255	-3.430049	-0.651727	-0.848255
scaffold_18	45092	45829	-0.854440	-3.601858	-0.664377	-0.854440
scaffold_18	45173	45907	-0.908444	-3.379630	-0.642151	-0.903625
scaffold_18	45445	45938	-0.902554	-4.182114	-0.621286	-0.795663
scaffold_18	45451	46010	-0.918455	-5.504115	-0.766992	-0.818669
scaffold_18	45453	46037	-0.945170	-6.548932	-0.794737	-0.841208
scaffold_18	45482	46052	-0.882883	-6.250828	-0.785075	-0.768354
scaffold_18	45564	46128	-0.873227	-6.493690	-0.745270	-0.751908
scaffold_18	45611	46138	-0.894231	-7.970428	-0.782186	-0.788136
scaffold_18	45802	46181	-0.894231	-6.834922	-0.769638	-0.788136
scaffold_18	45829	46494	-0.909264	-4.153623	-0.654194	-0.815131
scaffold_18	45907	46507	-0.909264	-3.453012	-0.633936	-0.815131
scaffold_18	45938	46543	-0.835482	-3.164065	-0.598604	-0.754017
scaffold_18	46010	46613	-0.842074	-1.618111	-0.526781	-0.822683
scaffold_18	46037	46739	-0.846065	-1.404711	-0.486786	-0.768388
scaffold_18	46052	46867	-0.708748	-1.082610	-0.418692	-0.488624
scaffold_18	46128	46930	-0.763452	-1.205693	-0.439731	-0.531331
scaffold_18	46138	47022	-0.768025	-1.146454	-0.414560	-0.537674
scaffold_18	46181	47138	-0.725587	-1.021568	-0.350822	-0.360787
scaffold_18	46494	47155	-0.588850	-0.786212	-0.304785	-0.294084
scaffold_18	46507	47173	-0.394286	-0.512623	-0.221673	-0.176583
scaffold_18	46543	47248	-0.241167	-0.291601	-0.135220	-0.103699
scaffold_18	46613	47270	-0.068783	-0.080996	-0.041117	-0.032119
scaffold_18	46739	47317	0.123781	0.164840	0.081590	0.043318
scaffold_18	46867	48491	0.286708	0.430872	0.239849	0.105804
scaffold_18	46930	48711	0.090332	0.154445	0.069022	0.038485
scaffold_18	47022	48750	0.142753	0.226912	0.108569	0.059720
scaffold_18	47138	48813	0.251375	0.367695	0.216060	0.100566
scaffold_18	47155	48924	0.362112	0.379718	0.303590	0.188976
scaffold_18	47173	48960	0.059144	0.080638	0.045076	0.031773
scaffold_18	47248	48969	0.027353	0.033674	0.019392	0.014468
scaffold_18	47270	48976	-0.020253	-0.024873	-0.014048	-0.010471
scaffold_18	47317	49000	-0.467986	-0.892540	-0.348488	-0.241877
scaffold_18	48491	49043	-0.506571	-0.915447	-0.364449	-0.371930
scaffold_18	48711	49073	-0.769231	-1.559156	-0.499334	-0.596269
scaffold_18	48750	49163	-0.781973	-1.429692	-0.520044	-0.672017
scaffold_18	48813	49304	-0.764777	-1.011917	-0.449939	-0.658131
scaffold_18	48924	49411	-0.828708	-1.462226	-0.541658	-0.734313
scaffold_18	48960	49417	-0.873088	-2.393753	-0.624768	-0.747359
scaffold_18	48969	49436	-0.874967	-2.324531	-0.645937	-0.787720
scaffold_18	48976	49480	-0.918967	-4.090027	-0.726668	-0.805588
scaffold_18	49000	49525	-0.818301	-3.195075	-0.699056	-0.704049
scaffold_18	49043	49611	-0.840349	-2.612899	-0.667266	-0.741156
scaffold_18	49073	49780	-0.861538	-3.384034	-0.715089	-0.766873
scaffold_18	49163	49789	-0.870813	-4.104759	-0.725285	-0.756757
scaffold_18	49304	50122	-0.870813	-3.283747	-0.695429	-0.756757
scaffold_18	49411	50183	-0.866176	-5.235148	-0.763798	-0.738260
scaffold_18	49417	50322	-0.863788	-4.971185	-0.642743	-0.734290
scaffold_18	49436	50328	-0.862385	-4.323558	-0.644380	-0.755073
scaffold_18	49480	50483	-0.826365	-2.435878	-0.555353	-0.711635
scaffold_18	49525	50566	-0.817193	-2.330249	-0.552474	-0.702582
scaffold_18	49611	50600	-0.924503	-3.341867	-0.586427	-0.782511
scaffold_18	49780	50701	-0.908792	-3.370703	-0.572002	-0.754177
scaffold_18	49789	50717	-0.862119	-3.188790	-0.556950	-0.684332
scaffold_18	50122	50776	-0.827921	-2.305127	-0.508347	-0.655662
scaffold_18	50183	51055	-0.771870	-2.779388	-0.513505	-0.581181
scaffold_18	50322	51069	-0.781135	-2.464613	-0.481942	-0.579631
scaffold_18	50328	51226	-0.726123	-1.614042	-0.525924	-0.515109
scaffold_18	50483	51374	-0.631368	-1.039434	-0.419589	-0.422664
scaffold_18	50566	51580	-0.679142	-3.538595	-0.469632	-0.270665
scaffold_18	50600	51772	-0.614970	-2.050374	-0.389504	-0.209234
scaffold_18	50701	51798	-0.635390	-2.130019	-0.405607	-0.224666
scaffold_18	50717	51889	-0.688951	-2.300979	-0.442205	-0.260351
scaffold_18	50776	51901	-0.756903	-7.635768	-0.364920	-0.178635
scaffold_18	51055	51907	-0.810861	8.460572	-0.408411	-0.190330
scaffold_18	51069	51919	-0.798081	2.242883	-0.455371	-0.187002
scaffold_18	51226	51925	-0.725424	5.142465	-0.382711	-0.175842
scaffold_18	51374	52242	-0.807692	25.028377	-0.458321	-0.240091
scaffold_18	51580	52280	-0.762500	-260.365854	-0.435063	-0.230711
scaffold_18	51772	52438	-0.459959	-0.899650	-0.271067	-0.206833
scaffold_18	51798	52476	-0.303279	-0.488069	-0.176482	-0.133153
scaffold_18	51889	52544	-0.218088	-0.335379	-0.105312	-0.085445
scaffold_18	51901	54626	-0.101816	-0.150256	-0.051250	-0.040848
scaffold_18	51907	55911	-0.065975	-0.074076	-0.035574	-0.036578
scaffold_18	51919	56032	-0.033889	-0.036131	-0.016234	-0.019745
scaffold_18	51925	56163	0.195682	0.163081	0.067328	0.130277
scaffold_18	52242	56164	0.177381	0.164003	0.065214	0.118347
scaffold_18	52280	56180	0.576372	0.449973	0.209160	0.380714
scaffold_18	52438	56181	0.630686	0.481018	0.242869	0.435547
scaffold_18	52476	56184	0.289614	0.365045	0.113804	0.184988
scaffold_18	52544	56250	0.455204	0.564424	0.186286	0.326738
scaffold_18	54626	56255	0.335964	0.467276	0.150775	0.255199
scaffold_18	55911	56396	0.317125	0.411983	0.138342	0.239264
scaffold_18	56032	56399	0.313864	0.400035	0.137330	0.244990
scaffold_18	56163	56490	0.305275	0.397037	0.145213	0.232299
scaffold_18	56164	56576	0.218025	0.316818	0.131885	0.147754
scaffold_18	56180	56582	0.212877	0.317728	0.128814	0.143485
scaffold_18	56181	56614	0.223173	0.372630	0.143759	0.150814
scaffold_18	56184	56789	0.145125	0.286679	0.082153	0.094977
scaffold_18	56250	56907	0.369755	0.487831	0.195750	0.247021
scaffold_18	56255	56909	0.096745	0.129985	0.050791	0.055862
scaffold_18	56396	56918	0.372750	0.322128	0.186286	0.216927
scaffold_18	56399	57008	0.183640	0.186217	0.090366	0.106527
scaffold_18	56490	57079	0.238079	0.227876	0.111309	0.136434
scaffold_18	56576	57092	0.299784	0.257712	0.138522	0.161191
scaffold_18	56582	57130	0.251337	0.227102	0.103104	0.121447
scaffold_18	56614	57131	0.190805	0.192062	0.076580	0.073343
scaffold_18	56789	57144	-0.311150	-0.471133	-0.108604	-0.105594
scaffold_18	56907	57225	-0.265080	-0.360399	-0.115486	-0.083055
scaffold_18	56909	57380	-0.405513	-0.880672	-0.194020	-0.134407
scaffold_18	56918	57434	-0.371059	-0.770033	-0.188067	-0.129668
scaffold_18	57008	57940	-0.434468	-1.718537	-0.247181	-0.144518
scaffold_18	57079	57953	-0.006155	-0.016117	-0.004263	-0.002298
scaffold_18	57092	58140	0.078185	0.220828	0.060871	0.029887
scaffold_18	57130	58206	0.019422	0.058111	0.014198	0.008268
scaffold_18	57131	58646	0.127740	0.266226	0.097961	0.063380
scaffold_18	57144	58742	0.157703	0.289406	0.105597	0.090954
scaffold_18	57225	58985	0.472520	0.609258	0.349522	0.306709
scaffold_18	57380	59201	0.502003	0.633149	0.370818	0.362235
scaffold_18	57434	59267	0.601144	0.664597	0.393876	0.437565
scaffold_18	57940	59347	0.642512	0.701598	0.423811	0.463645
scaffold_18	57953	59430	0.630118	0.686695	0.339354	0.490829
scaffold_18	58140	59476	0.539833	0.612855	0.237070	0.409047
scaffold_18	58206	59488	0.515987	0.542791	0.203327	0.417952
scaffold_18	58646	59766	0.649806	0.505425	0.232671	0.486664
scaffold_18	58742	60100	0.680290	0.484144	0.223505	0.515695
scaffold_18	58985	60211	0.722383	0.519644	0.283979	0.567586
scaffold_18	59201	60262	0.587340	0.367532	0.173085	0.412336
scaffold_18	59267	60286	0.451780	0.325985	0.133694	0.218671
scaffold_18	59347	60362	0.396599	0.330700	0.147572	0.153300
scaffold_18	59430	60651	0.445839	0.352599	0.163853	0.179952
scaffold_18	59476	60725	0.407373	0.351496	0.191699	0.156655
scaffold_18	59488	61294	0.420687	0.350339	0.216175	0.160839
scaffold_18	59766	61296	0.368058	0.362792	0.213170	0.133058
scaffold_18	60100	61413	0.307922	0.424003	0.210767	0.115861
scaffold_18	60211	61666	0.149584	0.287161	0.101932	0.055265
scaffold_18	60262	61723	-0.123186	-0.589624	-0.068686	-0.038987
scaffold_18	60286	63162	-0.167108	-0.722121	-0.088412	-0.054233
scaffold_18	60362	63760	-0.203062	-0.671182	-0.099823	-0.080873
scaffold_18	60651	64219	-0.123834	-0.237332	-0.053942	-0.067655
scaffold_18	60725	64513	-0.528258	-1.630888	-0.194139	-0.248104
scaffold_18	61294	65682	0.202212	0.211740	0.090947	0.150059
scaffold_18	61296	65889	0.498922	0.499599	0.284189	0.403310
scaffold_18	61413	66694	0.530636	0.459966	0.267071	0.480126
scaffold_18	61666	66726	0.530636	0.459322	0.267194	0.480126
scaffold_18	61723	66968	0.690200	0.574533	0.393730	0.629808
scaffold_18	63162	67703	0.754527	0.579957	0.472010	0.691244
scaffold_18	63760	67806	0.651993	0.553602	0.469326	0.606178
scaffold_18	64219	68163	0.616525	0.526209	0.462774	0.567990
scaffold_18	64513	68667	0.666052	0.535659	0.475489	0.619920
scaffold_18	65682	69874	0.649969	0.387069	0.318923	0.605233
scaffold_18	65889	70140	0.482274	0.265553	0.211519	0.441248
scaffold_18	66694	70297	0.240673	0.127688	0.098484	0.215879
scaffold_18	66726	70548	0.244100	0.134136	0.099550	0.232771
scaffold_18	66968	70841	0.194759	0.111506	0.078232	0.186062
scaffold_18	67703	70946	0.110329	0.060235	0.041367	0.104911
scaffold_18	67806	71281	0.045890	0.025989	0.016628	0.031602
scaffold_18	68163	71677	0.046321	0.019175	0.012886	0.029907
scaffold_18	68667	71803	-0.030294	-0.010594	-0.006850	-0.018182
scaffold_18	69874	71822	-0.489371	-0.146681	-0.090120	-0.252915
scaffold_18	70140	71889	-0.389099	-0.208121	-0.116720	-0.204405
scaffold_18	70297	72520	-0.464338	-0.322637	-0.133239	-0.169906
scaffold_18	70548	72528	-0.611636	-0.639141	-0.182182	-0.204932
scaffold_18	70841	72549	-0.549366	-0.766556	-0.216737	-0.195355
scaffold_18	70946	72558	-0.442380	-0.657157	-0.214234	-0.161558
scaffold_18	71281	73059	-0.448218	-0.783052	-0.225426	-0.131445
scaffold_18	71677	73337	-0.350509	-0.266254	-0.142416	-0.128954
scaffold_18	71803	73444	-0.322497	-0.446651	-0.171695	-0.118859
scaffold_18	71822	73647	-0.070449	-0.091119	-0.039579	-0.031368
scaffold_18	71889	74082	-0.053283	-0.070761	-0.030054	-0.023644
scaffold_18	72520	74098	-0.113985	-0.166520	-0.062865	-0.041529
scaffold_18	72528	74932	-0.081054	-0.065437	-0.031503	-0.026486
scaffold_18	72549	75919	0.048590	0.028473	0.015858	0.014824
scaffold_18	72558	76064	0.116143	0.054550	0.031566	0.033104
scaffold_18	73059	76273	0.184378	0.070752	0.040003	0.044921
scaffold_18	73337	76583	0.150410	0.055793	0.032958	0.048203
scaffold_18	73444	76793	-0.046832	-0.029142	-0.012536	-0.014330
scaffold_18	73647	76930	-0.359459	-0.301807	-0.119077	-0.135438
scaffold_18	74082	76938	-0.981900	-1.162381	-0.340213	-0.344992
scaffold_18	74098	77753	-1.000000	-0.804948	-0.277171	-0.368095
scaffold_18	74932	77900	-0.564767	-0.402511	-0.178806	-0.323442
scaffold_18	75919	78255	-0.099585	-0.107236	-0.044963	-0.089583
scaffold_18	76064	78377	0.089382	0.086584	0.043029	0.081715
scaffold_18	76273	80475	0.112597	0.063400	0.035350	0.103105
scaffold_18	76583	80654	0.139593	0.076845	0.043918	0.133573
scaffold_18	76793	81019	0.151203	0.083268	0.047599	0.139683
scaffold_18	76930	81989	0.173193	0.093169	0.047032	0.129616
scaffold_18	76938	82304	0.405377	0.186562	0.101602	0.287039
scaffold_18	77753	82889	0.589474	0.235674	0.132697	0.402021
scaffold_18	77900	83641	0.663145	0.281502	0.161988	0.446267
scaffold_18	78255	86231	0.651357	0.236124	0.144315	0.432253
scaffold_18	78377	86384	0.311002	0.103269	0.065933	0.195152
scaffold_18	80475	86858	-0.104338	-0.036581	-0.021071	-0.062603
scaffold_18	80654	88550	-0.148044	-0.092814	-0.047572	-0.087784
scaffold_18	81019	91628	-0.137796	-0.074070	-0.037212	-0.082005
scaffold_18	81989	91756	-0.117328	-0.064738	-0.032830	-0.070062
scaffold_18	82304	93207	-0.086045	-0.043067	-0.028025	-0.073620
scaffold_18	82889	93451	-0.193984	-0.098247	-0.060769	-0.176045
scaffold_18	83641	93510	-0.097499	-0.056883	-0.036801	-0.086739
scaffold_18	86231	93583	-0.274393	-0.206963	-0.122012	-0.250182
scaffold_18	86384	93590	-0.538223	-0.801099	-0.316223	-0.495004
scaffold_18	86858	93694	-0.578972	-0.828857	-0.311347	-0.524761
scaffold_18	88550	94221	-0.478515	-0.527045	-0.231033	-0.360800
scaffold_18	91628	94232	-0.466720	-0.515887	-0.234417	-0.347277
scaffold_18	91756	94233	-0.494321	-0.863191	-0.385460	-0.382114
scaffold_18	93207	97076	-0.518795	-0.838281	-0.366777	-0.416961
scaffold_18	93451	101444	-0.511532	-0.438974	-0.249480	-0.420209
scaffold_18	93510	101702	-0.426311	-0.348092	-0.213719	-0.355556
scaffold_18	93583	101741	-0.486403	-0.332772	-0.206823	-0.405075
scaffold_18	93590	101868	-0.392487	-0.222132	-0.145645	-0.266951
scaffold_18	93694	101870	-0.204776	-0.085744	-0.061526	-0.124950
scaffold_18	94221	102074	-0.161908	-0.065609	-0.046477	-0.097769
scaffold_18	94232	103731	-0.172899	-0.064960	-0.045236	-0.123288
scaffold_18	94233	103925	-0.210870	-0.095471	-0.061454	-0.129799
scaffold_18	97076	104023	0.144638	0.060283	0.040991	0.082916
scaffold_18	101444	104284	0.149490	0.068699	0.047575	0.085548
scaffold_18	101702	105807	0.440426	0.352032	0.241778	0.251290
scaffold_18	101741	106090	0.421320	0.385279	0.232462	0.223343
scaffold_18	101868	106179	0.412371	0.467524	0.254918	0.217023
scaffold_18	101870	110542	0.502831	0.408969	0.255818	0.317710
scaffold_18	102074	112253	0.501703	0.361658	0.229054	0.316732
scaffold_18	103731	114542	0.450610	0.290378	0.190670	0.286824
scaffold_18	103925	115374	0.404343	0.241540	0.171642	0.263034
scaffold_18	104023	115837	0.464635	0.282076	0.172419	0.321900
scaffold_18	104284	116132	0.505600	0.300869	0.185310	0.379504
scaffold_18	105807	116195	0.529241	0.293880	0.180822	0.401582
scaffold_18	106090	116291	0.412571	0.194328	0.116877	0.268766
scaffold_18	106179	118060	0.481077	0.204644	0.109887	0.308689
scaffold_18	110542	118571	0.138291	0.081243	0.037481	0.085312
scaffold_18	112253	118720	0.100638	0.047625	0.024648	0.059589
scaffold_18	114542	118762	0.198358	0.095521	0.052760	0.122896
scaffold_18	115374	119249	0.198358	0.107710	0.057541	0.122896
scaffold_18	115837	121887	0.263473	0.161749	0.071810	0.160649
scaffold_18	116132	122005	0.304959	0.149783	0.085071	0.202656
scaffold_18	116195	122526	-0.081678	-0.033313	-0.016881	-0.042529
scaffold_18	116291	122579	-0.085586	-0.030511	-0.016339	-0.045509
scaffold_18	118060	122590	-0.107875	-0.041629	-0.021145	-0.038023
scaffold_18	118571	122635	-0.140762	-0.067754	-0.036407	-0.038136
scaffold_18	118720	122661	-0.060136	-0.024591	-0.015594	-0.017594
scaffold_18	118762	122700	-0.241922	-0.147483	-0.082709	-0.081021
scaffold_18	119249	122736	-0.487554	-0.476076	-0.175500	-0.141153
scaffold_18	121887	123002	-0.406490	-0.364336	-0.141320	-0.115702
scaffold_18	122005	123009	-0.512468	-0.709741	-0.249047	-0.145153
scaffold_18	122526	123068	-0.478632	-0.783288	-0.254440	-0.121499
scaffold_18	122579	123302	-0.501856	-0.832893	-0.274072	-0.135798
scaffold_18	122590	123326	-0.452665	-1.211584	-0.314900	-0.134903
scaffold_18	122635	123847	-0.488889	-1.108268	-0.343403	-0.187589
scaffold_18	122661	124811	-0.512690	-0.769587	-0.321978	-0.258312
scaffold_18	122700	125248	-0.437705	-0.610924	-0.258216	-0.194606
scaffold_18	122736	127311	-0.321224	-0.416859	-0.164611	-0.108879
scaffold_18	123002	127956	0.022173	0.021016	0.013473	0.009801
scaffold_18	123009	129631	0.070251	0.036150	0.028259	0.032461
scaffold_18	123068	129952	0.184635	0.099304	0.078995	0.083626
scaffold_18	123302	130173	0.196687	0.097487	0.077153	0.111984
scaffold_18	123326	130174	0.278388	0.131050	0.104428	0.150435
scaffold_18	123847	130568	0.313088	0.120076	0.096173	0.166062
scaffold_18	124811	130823	0.213592	0.096908	0.072528	0.111111
scaffold_18	125248	130871	0.224567	0.111353	0.080934	0.098741
scaffold_18	127311	131396	0.172589	0.081574	0.059286	0.077524
scaffold_18	127956	131893	-0.039448	-0.024825	-0.016612	-0.021676
scaffold_18	129631	132089	-0.229805	-0.136171	-0.092542	-0.120746
scaffold_18	129952	133720	-0.264137	-0.300555	-0.155209	-0.129747
scaffold_18	130173	134109	-0.542109	-0.863523	-0.301858	-0.284452
scaffold_18	130174	135262	-0.409220	-0.500214	-0.214731	-0.227172
scaffold_18	130568	138174	-0.366498	-0.416670	-0.192786	-0.175175
scaffold_18	130823	138180	-0.368779	-0.595306	-0.211812	-0.153712
scaffold_18	130871	138410	-0.265652	-0.341364	-0.145779	-0.108612
scaffold_18	131396	140090	-0.174465	-0.129742	-0.076986	-0.089204
scaffold_18	131893	140846	-0.047304	-0.032039	-0.019978	-0.023305
scaffold_18	132089	140894	-0.053158	-0.037230	-0.022027	-0.025489
scaffold_18	133720	141925	-0.058515	-0.040068	-0.022339	-0.026761
scaffold_18	134109	142773	-0.040305	-0.027484	-0.014630	-0.019262
scaffold_18	135262	142986	0.161689	0.087662	0.054314	0.073647
scaffold_18	138174	144588	0.120118	0.061652	0.035178	0.052526
scaffold_18	138180	145924	-0.053608	-0.030252	-0.016649	-0.029758
scaffold_18	138410	146482	-0.119274	-0.063789	-0.036852	-0.087416
scaffold_18	140090	146545	-0.181911	-0.106555	-0.061402	-0.131677
scaffold_18	140846	146624	-0.275288	-0.225337	-0.104147	-0.184312
scaffold_18	140894	146645	-0.514158	-0.679000	-0.224784	-0.399075
scaffold_18	141925	146722	-0.130252	-0.126244	-0.060587	-0.116614
scaffold_18	142773	146794	-0.117729	-0.113366	-0.054984	-0.105525
scaffold_18	142986	146927	-0.141443	-0.150953	-0.077701	-0.126502
scaffold_18	144588	147054	0.059215	0.061889	0.034604	0.054114
scaffold_18	145924	147610	0.037462	0.046284	0.029724	0.034047
scaffold_18	146482	147735	0.154674	0.193071	0.126423	0.139141
scaffold_18	146545	147878	0.210007	0.272363	0.178865	0.173155
scaffold_18	146624	147896	0.338865	0.402985	0.266347	0.290637
scaffold_18	146645	147935	0.325952	0.406945	0.262991	0.288627
scaffold_18	146722	148009	0.334989	0.469625	0.311424	0.270177
scaffold_18	146794	148172	0.122203	0.224592	0.119691	0.088750
scaffold_18	146927	148210	0.094136	0.210849	0.107288	0.059541
scaffold_18	147054	148445	0.092769	0.238113	0.120390	0.055442
scaffold_18	147610	148735	-0.114024	-0.439868	-0.153615	-0.062047
scaffold_18	147735	148908	-0.108087	-0.350179	-0.119028	-0.059878
scaffold_18	147878	149481	-0.403587	-1.613389	-0.306846	-0.258796
scaffold_18	147896	149487	-0.554834	-5.228755	-0.415058	-0.406755
scaffold_18	147935	150981	-0.605877	-3.732251	-0.329671	-0.410077
