chr	windowStart	windowEnd	D	f_d	f_dM	d_f
scaffold_18	514371	555514	-0.081219	-0.034992	-0.021212	-0.065873
scaffold_18	539505	578847	-0.151365	-0.066224	-0.037450	-0.087820
scaffold_18	555658	597524	-0.225851	-0.108862	-0.062168	-0.130252
scaffold_18	579563	628864	0.175012	0.068398	0.043957	0.117535
scaffold_18	597957	643543	0.369944	0.205982	0.123599	0.237328
scaffold_18	628995	655499	0.374578	0.314017	0.195640	0.227731
scaffold_18	643692	666176	0.418138	0.345282	0.217349	0.245438
scaffold_18	655885	688504	0.180904	0.121492	0.071694	0.112604
scaffold_18	666635	704218	0.065909	0.025643	0.016778	0.050691
scaffold_18	689926	732108	-0.124101	-0.035367	-0.023854	-0.073698
scaffold_18	704980	739528	-0.598481	-0.365535	-0.217866	-0.258622
scaffold_18	732226	755472	-0.366022	-0.382174	-0.218560	-0.178430
scaffold_18	739539	767068	0.017869	0.016937	0.009646	0.010400
scaffold_18	756367	802219	-0.005475	-0.003872	-0.002189	-0.003135
scaffold_18	767543	821431	0.032673	0.017487	0.009829	0.014936
scaffold_18	802312	850050	-0.079604	-0.039182	-0.021545	-0.030356
scaffold_18	821450	856374	0.048099	0.025792	0.015431	0.023192
scaffold_18	850346	881804	-0.129449	-0.076325	-0.043639	-0.087808
scaffold_18	856501	892679	-0.362049	-0.235267	-0.123691	-0.255941
scaffold_18	881939	910273	0.021310	0.018548	0.009114	0.013046
scaffold_18	892697	932286	-0.002641	-0.001842	-0.001078	-0.001672
scaffold_18	910417	946986	-0.008447	-0.005013	-0.003057	-0.005363
scaffold_18	932627	968272	0.394977	0.225192	0.132760	0.245498
scaffold_18	947590	987548	0.245409	0.149734	0.078317	0.127968
scaffold_18	969438	1005750	-0.163696	-0.096163	-0.045202	-0.067649
scaffold_18	989609	1028846	-0.299621	-0.192001	-0.093922	-0.191890
scaffold_18	1005862	1038475	-0.295539	-0.252756	-0.140695	-0.280179
scaffold_18	1029455	1053039	-0.211670	-0.162028	-0.099160	-0.190376
scaffold_18	1038728	1071376	-0.091630	-0.057424	-0.034328	-0.070478
scaffold_18	1053206	1091420	0.025784	0.013540	0.008411	0.020000
scaffold_18	1072754	1106785	-0.140578	-0.066556	-0.038096	-0.070790
scaffold_18	1092369	1131283	0.079561	0.039218	0.020470	0.038805
scaffold_18	1108231	1156918	0.154507	0.072146	0.040261	0.084328
scaffold_18	1132515	1171265	-0.064169	-0.030676	-0.019298	-0.035795
scaffold_18	1156945	1193214	0.093393	0.040601	0.027067	0.063902
scaffold_18	1171861	1211954	0.237437	0.117218	0.070109	0.170620
scaffold_18	1193765	1236517	0.332281	0.162654	0.099247	0.242474
scaffold_18	1214086	1250970	0.231513	0.130924	0.080359	0.176827
scaffold_18	1237536	1265306	0.193871	0.154321	0.088083	0.132857
scaffold_18	1252893	1285364	0.224632	0.127596	0.075831	0.109222
scaffold_18	1265776	1304616	-0.087997	-0.038909	-0.019868	-0.039210
scaffold_18	1286665	1318447	-0.225200	-0.136910	-0.069181	-0.155879
scaffold_18	1304971	1350974	0.070911	0.028009	0.016926	0.048217
scaffold_18	1318499	1376087	0.016993	0.006776	0.003774	0.010383
scaffold_18	1354900	1405164	-0.020619	-0.008690	-0.005674	-0.014324
scaffold_18	1377373	1449058	0.209446	0.052484	0.037461	0.133708
scaffold_18	1406892	1467133	0.082408	0.025483	0.015273	0.043718
scaffold_18	1449348	1484982	-0.190009	-0.134409	-0.068348	-0.121160
scaffold_18	1467343	1492767	-0.162568	-0.207293	-0.117052	-0.116191
scaffold_18	1484995	1510364	0.035782	0.035770	0.020233	0.019702
scaffold_18	1492878	1532161	0.170800	0.075774	0.044165	0.080963
scaffold_18	1513687	1551523	0.065048	0.033388	0.018255	0.037631
scaffold_18	1532511	1568160	0.030897	0.019718	0.009880	0.019114
scaffold_18	1552753	1592459	-0.040002	-0.016880	-0.009259	-0.023539
scaffold_18	1568516	1612734	0.177636	0.072054	0.043328	0.107564
scaffold_18	1592860	1638049	0.380027	0.154453	0.097651	0.262597
scaffold_18	1616169	1656486	0.341882	0.152532	0.100185	0.223457
scaffold_18	1642300	1682310	0.293567	0.171132	0.105248	0.179389
scaffold_18	1656639	1694640	0.179523	0.141176	0.080564	0.109765
scaffold_18	1682338	1719284	0.096870	0.067217	0.030260	0.056266
scaffold_18	1694722	1738077	0.066451	0.030661	0.015029	0.040364
scaffold_18	1719632	1751341	0.089731	0.045217	0.024727	0.052182
scaffold_18	1738222	1770211	-0.000395	-0.000114	-0.000068	-0.000148
scaffold_18	1751829	1805636	-0.222275	-0.056287	-0.033081	-0.107241
scaffold_18	1771025	1823487	-0.106179	-0.042002	-0.024137	-0.089907
scaffold_18	1805639	1846193	0.029485	0.014049	0.008455	0.018232
scaffold_18	1824197	1867368	0.189552	0.095224	0.055567	0.117833
scaffold_18	1848232	1887923	-0.024884	-0.016940	-0.009242	-0.020998
scaffold_18	1871390	1907708	-0.193671	-0.139680	-0.072823	-0.162036
scaffold_18	1889099	1923329	0.196375	0.109867	0.069693	0.135295
scaffold_18	1907743	1950874	0.177670	0.072923	0.047278	0.121389
scaffold_18	1923728	1964442	-0.048823	-0.024494	-0.013962	-0.038046
scaffold_18	1952224	1987089	0.149794	0.082809	0.051391	0.115530
scaffold_18	1965209	2020386	0.214370	0.084463	0.051435	0.181786
scaffold_18	1987241	2036852	-0.099755	-0.061339	-0.031937	-0.084040
scaffold_18	2021259	2057447	-0.029720	-0.018799	-0.009269	-0.020032
scaffold_18	2037097	2079254	0.504458	0.185456	0.112243	0.270156
scaffold_18	2063520	2101085	0.493823	0.176951	0.121271	0.273028
scaffold_18	2082351	2144310	0.107540	0.048081	0.028360	0.072095
scaffold_18	2103747	2164290	0.243344	0.107831	0.064287	0.211469
scaffold_18	2146868	2189531	0.377522	0.175223	0.113940	0.287102
scaffold_18	2164317	2199393	0.293411	0.204636	0.129938	0.215733
scaffold_18	2189718	2211417	0.145864	0.145637	0.083028	0.116769
scaffold_18	2199394	2228168	0.022047	0.016049	0.010315	0.018435
scaffold_18	2213112	2244189	0.004365	0.003701	0.002242	0.003152
scaffold_18	2228215	2284759	0.010818	0.005041	0.002825	0.006818
scaffold_18	2251090	2294347	-0.054341	-0.024999	-0.013240	-0.030215
scaffold_18	2285403	2318626	0.021178	0.015342	0.007610	0.013226
scaffold_18	2294501	2339817	0.182561	0.097854	0.054167	0.134751
scaffold_18	2320230	2361733	0.123588	0.063245	0.030041	0.085616
scaffold_18	2340388	2376188	0.110929	0.052860	0.027783	0.082912
scaffold_18	2361740	2385361	-0.117290	-0.072407	-0.038649	-0.085690
scaffold_18	2376543	2393775	-0.085569	-0.069342	-0.032833	-0.063063
scaffold_18	2385377	2413130	0.147449	0.120738	0.062561	0.108010
scaffold_18	2394092	2423987	0.172255	0.107953	0.058761	0.091469
scaffold_18	2413252	2454181	-0.259729	-0.125634	-0.089515	-0.152439
scaffold_18	2424105	2462948	-0.347659	-0.187718	-0.135370	-0.225915
scaffold_18	2454279	2469196	-0.236632	-0.176609	-0.113269	-0.158702
scaffold_18	2462979	2485031	0.125006	0.122826	0.079999	0.091657
scaffold_18	2469202	2496312	0.238603	0.240588	0.139714	0.133413
scaffold_18	2485034	2512693	0.260165	0.157129	0.094690	0.138441
scaffold_18	2496438	2532452	0.324900	0.104856	0.075589	0.225110
scaffold_18	2512813	2553778	0.384620	0.097219	0.070356	0.267472
scaffold_18	2532458	2569935	0.234687	0.065666	0.046856	0.168753
scaffold_18	2553940	2598870	0.120555	0.027469	0.021255	0.088168
scaffold_18	2569999	2608283	0.184568	0.064160	0.048565	0.120907
scaffold_18	2600724	2625371	0.041475	0.034000	0.020092	0.027467
scaffold_18	2608311	2644407	0.283816	0.131792	0.085260	0.176246
scaffold_18	2625848	2652369	0.332878	0.194632	0.111222	0.216758
scaffold_18	2644915	2657059	0.411776	0.339577	0.158258	0.276152
scaffold_18	2652805	2662752	0.348892	0.353672	0.142189	0.215531
scaffold_18	2657070	2674267	0.248909	0.228148	0.093766	0.148758
scaffold_18	2662885	2682637	0.287160	0.200547	0.102119	0.201454
scaffold_18	2674659	2694255	0.142277	0.094734	0.052763	0.114660
scaffold_18	2682709	2712335	0.126176	0.057692	0.035555	0.094185
scaffold_18	2695442	2733981	0.089263	0.028571	0.017149	0.062945
scaffold_18	2713171	2747440	-0.110418	-0.042488	-0.023880	-0.074071
scaffold_18	2734397	2763518	-0.194087	-0.089588	-0.052169	-0.110350
scaffold_18	2748678	2773583	-0.226449	-0.166054	-0.097193	-0.119414
scaffold_18	2763712	2801164	-0.271178	-0.124523	-0.069706	-0.124289
scaffold_18	2774299	2834333	-0.013173	-0.003848	-0.002295	-0.007712
scaffold_18	2803712	2859108	0.041615	0.019475	0.011702	0.027907
scaffold_18	2834956	2880580	-0.122153	-0.089964	-0.046376	-0.085717
scaffold_18	2860235	2896669	-0.147503	-0.087256	-0.042802	-0.114015
scaffold_18	2880719	2910229	0.089572	0.045341	0.024204	0.062621
scaffold_18	2896694	2927814	-0.107237	-0.077480	-0.035633	-0.079341
scaffold_18	2910267	2948771	-0.262274	-0.192668	-0.078676	-0.194433
scaffold_18	2928872	2961242	-0.201645	-0.141595	-0.073475	-0.121468
scaffold_18	2948780	2971937	-0.014814	-0.010326	-0.006111	-0.009042
scaffold_18	2961466	2982238	0.225763	0.114189	0.072345	0.161649
scaffold_18	2971999	3005212	0.300739	0.115525	0.081948	0.215415
scaffold_18	2982261	3016839	0.182246	0.083123	0.053117	0.108827
scaffold_18	3005545	3027245	0.164730	0.111658	0.066574	0.098827
scaffold_18	3016982	3043716	0.070055	0.041296	0.024145	0.048599
scaffold_18	3027457	3064650	0.069409	0.026411	0.015512	0.048498
scaffold_18	3043987	3078147	0.406212	0.179707	0.111585	0.303047
scaffold_18	3064691	3087724	0.394996	0.242691	0.139560	0.299255
scaffold_18	3078179	3096752	0.321740	0.159461	0.088418	0.178373
scaffold_18	3087748	3108624	0.219506	0.077625	0.047807	0.103829
scaffold_18	3098430	3119176	0.102191	0.046725	0.028118	0.062985
scaffold_18	3109900	3148084	0.087979	0.034352	0.022016	0.064407
scaffold_18	3120063	3163935	0.167844	0.044083	0.029516	0.124545
scaffold_18	3149199	3185582	0.108883	0.030048	0.016225	0.066886
scaffold_18	3165452	3208732	0.341990	0.128094	0.069004	0.181069
scaffold_18	3186170	3220412	0.420319	0.246928	0.141753	0.228803
scaffold_18	3208794	3233347	0.257772	0.176403	0.115446	0.152727
scaffold_18	3220631	3269121	0.205095	0.064683	0.046778	0.111635
scaffold_18	3234160	3287729	0.213599	0.046675	0.036018	0.125550
scaffold_18	3270577	3309273	0.252372	0.100915	0.070180	0.190105
scaffold_18	3287902	3334313	0.149946	0.070181	0.040071	0.104699
scaffold_18	3309486	3340467	0.012717	0.006691	0.003751	0.007677
scaffold_18	3334884	3348226	-0.138362	-0.129808	-0.070244	-0.085199
scaffold_18	3340473	3354684	-0.051209	-0.040051	-0.021392	-0.033694
scaffold_18	3348237	3380708	0.037698	0.026333	0.013771	0.027066
scaffold_18	3355533	3396496	0.085756	0.057885	0.035223	0.070193
scaffold_18	3381728	3423533	0.055287	0.029382	0.019533	0.039590
scaffold_18	3397120	3452611	-0.108621	-0.043273	-0.027055	-0.075815
scaffold_18	3424613	3464780	-0.139369	-0.061168	-0.037873	-0.089899
scaffold_18	3452620	3487794	-0.050013	-0.023131	-0.012711	-0.027699
scaffold_18	3465076	3510583	0.146150	0.062324	0.030717	0.092335
scaffold_18	3488734	3523212	0.262144	0.151759	0.083644	0.190334
scaffold_18	3510584	3538557	0.206619	0.114528	0.067412	0.131693
scaffold_18	3523790	3553239	-0.093984	-0.058973	-0.031645	-0.053276
scaffold_18	3539266	3565846	-0.126709	-0.085530	-0.046207	-0.075457
scaffold_18	3553496	3574689	0.154906	0.123858	0.066797	0.068649
scaffold_18	3567630	3589955	0.140683	0.147996	0.076581	0.063597
scaffold_18	3575069	3608901	0.173853	0.118411	0.064483	0.106528
scaffold_18	3590741	3631045	0.191337	0.085649	0.049565	0.133698
scaffold_18	3610285	3644332	0.173801	0.096267	0.057385	0.120419
scaffold_18	3631788	3666983	0.234530	0.107549	0.063930	0.162930
scaffold_18	3644664	3682754	-0.001193	-0.000453	-0.000241	-0.000754
scaffold_18	3667036	3696785	-0.172683	-0.065879	-0.034115	-0.089668
scaffold_18	3683768	3703545	-0.099688	-0.076937	-0.042352	-0.047222
scaffold_18	3697710	3728328	-0.137217	-0.100491	-0.059968	-0.068741
scaffold_18	3703593	3752026	-0.045026	-0.019387	-0.012208	-0.025251
scaffold_18	3728711	3768718	0.184778	0.077191	0.044738	0.119016
scaffold_18	3752379	3782170	-0.018952	-0.010093	-0.005452	-0.012340
scaffold_18	3768932	3796196	-0.077211	-0.057829	-0.029034	-0.047582
scaffold_18	3784066	3808617	0.120906	0.087712	0.041086	0.068957
scaffold_18	3796197	3843676	0.063081	0.025813	0.014439	0.027171
scaffold_18	3808923	3861811	-0.202577	-0.116530	-0.061302	-0.102597
scaffold_18	3845027	3891742	0.108401	0.051006	0.027242	0.076247
scaffold_18	3862024	3921456	0.333305	0.082622	0.046592	0.248116
scaffold_18	3892064	3949672	0.058707	0.014858	0.008877	0.037911
scaffold_18	3921885	3969942	0.052002	0.018666	0.010646	0.028479
scaffold_18	3950375	4001479	-0.055889	-0.015898	-0.009194	-0.033602
scaffold_18	3969943	4029882	0.201327	0.048359	0.031097	0.149345
scaffold_18	4002446	4053644	0.171578	0.058239	0.038319	0.136713
scaffold_18	4030644	4078237	0.219805	0.100205	0.053786	0.177420
scaffold_18	4054099	4092614	0.360846	0.151541	0.079766	0.253583
scaffold_18	4078398	4115425	0.548418	0.146316	0.110492	0.406694
scaffold_18	4094757	4126880	0.685145	0.177002	0.135697	0.604074
scaffold_18	4115568	4147805	0.518840	0.162252	0.109851	0.393677
scaffold_18	4127042	4158214	0.202127	0.067176	0.040428	0.133587
scaffold_18	4148029	4170602	0.241286	0.105007	0.061202	0.185372
scaffold_18	4158443	4191079	0.524851	0.139162	0.080321	0.401419
scaffold_18	4172060	4210231	0.496467	0.111851	0.062207	0.291927
scaffold_18	4191317	4222064	0.535860	0.217041	0.120164	0.350503
scaffold_18	4210423	4233309	0.419198	0.174014	0.106613	0.264216
scaffold_18	4223375	4258805	0.058010	0.015668	0.010574	0.038669
scaffold_18	4233545	4278698	-0.229251	-0.044533	-0.027032	-0.092705
scaffold_18	4259839	4295024	-0.032729	-0.014139	-0.007400	-0.014283
scaffold_18	4278724	4312168	0.121087	0.050200	0.033551	0.086835
scaffold_18	4295128	4333537	0.013036	0.004898	0.002984	0.010602
scaffold_18	4313649	4343288	0.317844	0.165498	0.106596	0.277865
scaffold_18	4333737	4370506	0.783564	0.531304	0.392460	0.754954
scaffold_18	4343536	4382349	0.969520	0.649229	0.519672	0.941460
scaffold_18	4370529	4406514	0.628728	0.331696	0.261981	0.546490
scaffold_18	4384174	4427954	-0.019347	-0.008585	-0.005496	-0.013007
scaffold_18	4406911	4463205	0.025541	0.006147	0.004234	0.017909
scaffold_18	4432638	4484556	0.151461	0.038379	0.026300	0.134885
scaffold_18	4463416	4507852	0.134443	0.050328	0.031818	0.111425
scaffold_18	4485393	4515318	-0.060391	-0.037639	-0.022606	-0.054149
scaffold_18	4508172	4532937	-0.032206	-0.018860	-0.012683	-0.023861
scaffold_18	4516640	4558174	-0.020640	-0.006187	-0.004172	-0.011499
scaffold_18	4534271	4573060	0.144454	0.054842	0.034558	0.073323
scaffold_18	4558393	4580406	0.320337	0.261312	0.161902	0.157310
scaffold_18	4573085	4589974	-0.045626	-0.053723	-0.031621	-0.032889
scaffold_18	4580676	4593809	-0.208759	-0.174399	-0.125269	-0.163249
scaffold_18	4590000	4597480	-0.302990	-0.250673	-0.177379	-0.207692
scaffold_18	4593870	4603679	-0.068027	-0.081986	-0.049978	-0.042561
scaffold_18	4598165	4608131	0.072050	0.068808	0.044573	0.042767
scaffold_18	4603846	4614543	-0.200348	-0.115902	-0.075340	-0.082753
scaffold_18	4609622	4633568	-0.124628	-0.050728	-0.032843	-0.053061
scaffold_18	4614844	4653874	-0.366425	-0.163478	-0.092688	-0.256295
scaffold_18	4633908	4681442	-0.204154	-0.095216	-0.045502	-0.133975
scaffold_18	4654505	4693870	-0.004579	-0.002526	-0.001249	-0.003344
scaffold_18	4682044	4713146	0.064777	0.042052	0.024643	0.040688
scaffold_18	4693907	4722833	0.121966	0.088912	0.052643	0.059005
scaffold_18	4713149	4735355	0.019815	0.018000	0.009877	0.009860
scaffold_18	4723892	4745173	0.032052	0.027676	0.014312	0.019115
scaffold_18	4735358	4760211	0.108925	0.074503	0.045206	0.067792
scaffold_18	4745830	4770882	0.090528	0.077596	0.048618	0.058287
scaffold_18	4761036	4784552	0.154698	0.119735	0.077529	0.105850
scaffold_18	4771639	4802084	0.290730	0.152178	0.105689	0.170129
scaffold_18	4785086	4812859	0.014343	0.014566	0.007769	0.008878
scaffold_18	4802112	4820606	-0.031225	-0.039620	-0.019223	-0.021876
scaffold_18	4812912	4824888	0.319824	0.332086	0.219356	0.203879
scaffold_18	4823326	4836968	0.267364	0.299427	0.152944	0.114116
scaffold_18	4825037	4845635	-0.014095	-0.021981	-0.009324	-0.006575
scaffold_18	4837019	4874164	0.016656	0.019082	0.010544	0.009753
scaffold_18	4845700	4887098	0.307227	0.223371	0.141797	0.187807
scaffold_18	4874575	4894553	0.111743	0.107661	0.058587	0.064641
scaffold_18	4887154	4934431	0.105436	0.075283	0.035116	0.070908
scaffold_18	4895171	4943381	-0.536767	-0.351599	-0.200785	-0.513567
scaffold_18	4935444	4950328	-0.762558	-0.599078	-0.343507	-0.724859
scaffold_18	4944135	4972847	-0.417991	-0.333431	-0.181697	-0.331032
scaffold_18	4956195	4983657	0.024664	0.022505	0.011419	0.013312
scaffold_18	4975127	5005533	-0.173293	-0.090356	-0.052564	-0.071660
scaffold_18	4984778	5013346	-0.000596	-0.000216	-0.000136	-0.000299
scaffold_18	5006333	5022513	0.118217	0.064795	0.038349	0.095543
scaffold_18	5013394	5032268	-0.074119	-0.042958	-0.023845	-0.039773
scaffold_18	5022650	5041515	-0.282094	-0.184533	-0.103396	-0.132912
scaffold_18	5032352	5047742	-0.178981	-0.119987	-0.076031	-0.106795
scaffold_18	5041772	5062962	0.159792	0.085162	0.056958	0.098050
scaffold_18	5047968	5075706	0.316427	0.103118	0.059390	0.119647
scaffold_18	5063060	5081820	-0.120642	-0.054097	-0.025218	-0.038518
scaffold_18	5075936	5092352	-0.085862	-0.110303	-0.050813	-0.040058
scaffold_18	5082245	5110000	-0.055847	-0.066348	-0.032392	-0.034314
scaffold_18	5092573	5132284	-0.084697	-0.063687	-0.034399	-0.052855
scaffold_18	5110103	5136353	0.040636	0.021494	0.013502	0.015049
scaffold_18	5132822	5144889	0.035708	0.030608	0.019024	0.013608
scaffold_18	5136676	5148088	-0.002059	-0.002590	-0.001265	-0.001218
scaffold_18	5145018	5150885	0.032595	0.042046	0.020434	0.020560
scaffold_18	5148103	5157570	-0.076392	-0.095593	-0.046652	-0.038645
scaffold_18	5150938	5165303	0.189209	0.195712	0.117757	0.104532
scaffold_18	5157778	5179235	0.260410	0.282053	0.191521	0.184514
scaffold_18	5165387	5191854	-0.004631	-0.004978	-0.002793	-0.002985
scaffold_18	5180341	5203991	0.031790	0.030614	0.016321	0.020796
scaffold_18	5192042	5225542	0.319463	0.238918	0.113726	0.236035
scaffold_18	5207907	5262475	0.119891	0.053610	0.025622	0.073531
scaffold_18	5226321	5275234	0.020463	0.008457	0.004831	0.010507
scaffold_18	5262496	5283136	0.203237	0.150707	0.105146	0.122356
scaffold_18	5275591	5307451	0.151814	0.092880	0.059195	0.106194
scaffold_18	5283137	5323252	0.105290	0.055632	0.032129	0.077416
scaffold_18	5307472	5344265	0.145682	0.077220	0.044087	0.100730
scaffold_18	5324431	5376680	-0.037670	-0.012720	-0.006929	-0.020043
scaffold_18	5344951	5392930	0.107575	0.032404	0.019219	0.051250
scaffold_18	5376838	5416776	0.125831	0.050741	0.027654	0.069591
scaffold_18	5393810	5425379	0.127935	0.102722	0.043930	0.068226
scaffold_18	5418949	5445277	-0.132977	-0.129909	-0.045816	-0.075402
scaffold_18	5429219	5469565	-0.361916	-0.204955	-0.086741	-0.244676
scaffold_18	5445377	5483555	0.089367	0.037784	0.023432	0.055981
scaffold_18	5469620	5496325	0.273236	0.134088	0.081298	0.158053
scaffold_18	5483556	5507300	0.158338	0.111091	0.052235	0.099293
scaffold_18	5496382	5529951	-0.008949	-0.007281	-0.002933	-0.005568
scaffold_18	5507458	5551287	-0.262860	-0.165913	-0.078980	-0.201424
scaffold_18	5531600	5570817	-0.085526	-0.053765	-0.026800	-0.065064
scaffold_18	5551663	5595830	0.131665	0.072022	0.040529	0.092417
scaffold_18	5570843	5612438	0.190387	0.091822	0.054385	0.144462
scaffold_18	5595955	5622276	0.218135	0.118648	0.065939	0.161741
scaffold_18	5612542	5643558	-0.121721	-0.078944	-0.043735	-0.086588
scaffold_18	5622304	5683392	-0.141673	-0.068963	-0.037109	-0.103064
scaffold_18	5644213	5707164	0.041674	0.018780	0.010681	0.027421
scaffold_18	5685421	5725035	0.238798	0.136319	0.076807	0.154496
scaffold_18	5707626	5736192	0.265266	0.160009	0.095018	0.220882
scaffold_18	5729013	5745216	0.666679	0.504108	0.298351	0.623644
scaffold_18	5736346	5753057	0.660581	0.594562	0.307670	0.570081
scaffold_18	5746046	5782638	-0.195425	-0.068391	-0.040274	-0.107743
scaffold_18	5753190	5809149	0.454265	0.137041	0.077805	0.304126
scaffold_18	5784134	5836063	0.572785	0.226582	0.119210	0.473009
scaffold_18	5809831	5843359	0.362376	0.181009	0.113436	0.243474
scaffold_18	5836116	5862068	0.301032	0.209421	0.137154	0.191986
scaffold_18	5852290	5884279	0.377242	0.203006	0.115086	0.295581
scaffold_18	5862401	5915898	0.363908	0.166238	0.087995	0.275079
scaffold_18	5888640	5932386	-0.099794	-0.031668	-0.018992	-0.065805
scaffold_18	5916121	5991381	-0.214942	-0.055519	-0.032808	-0.125212
scaffold_18	5932848	6007161	-0.113682	-0.037510	-0.017116	-0.071302
scaffold_18	5991396	6017584	0.030017	0.020813	0.008543	0.019182
scaffold_18	6007412	6022792	0.148653	0.157589	0.070011	0.077674
scaffold_18	6017585	6029101	0.077704	0.094649	0.044933	0.047591
scaffold_18	6022827	6047717	0.187754	0.107714	0.066757	0.114519
scaffold_18	6029204	6063133	0.203330	0.100759	0.061525	0.128238
scaffold_18	6047839	6079281	0.034179	0.020775	0.011484	0.023468
scaffold_18	6063863	6111730	-0.059775	-0.030781	-0.017348	-0.042243
scaffold_18	6079985	6126045	-0.062168	-0.040504	-0.020263	-0.042068
scaffold_18	6112760	6153557	-0.277014	-0.234876	-0.095408	-0.184939
scaffold_18	6127077	6175462	-0.141050	-0.081652	-0.044101	-0.092219
scaffold_18	6153748	6184158	0.130603	0.065195	0.045606	0.051720
scaffold_18	6175577	6187456	-0.126716	-0.109973	-0.056069	-0.038435
scaffold_18	6184347	6208785	-0.094030	-0.067580	-0.032305	-0.038958
scaffold_18	6187822	6223288	-0.097738	-0.078498	-0.035080	-0.053286
scaffold_18	6209733	6231375	-0.002037	-0.003164	-0.001102	-0.001097
scaffold_18	6223290	6250760	0.376953	0.292630	0.144041	0.255961
scaffold_18	6231393	6273188	0.334767	0.181941	0.095801	0.224246
scaffold_18	6251763	6302458	0.381184	0.169142	0.103764	0.220643
scaffold_18	6273222	6324851	0.293673	0.144894	0.090039	0.204223
scaffold_18	6303235	6345396	-0.120109	-0.060812	-0.034760	-0.101098
scaffold_18	6324852	6373155	-0.041793	-0.023362	-0.012224	-0.031926
scaffold_18	6346068	6404874	0.456021	0.246354	0.136314	0.359176
scaffold_18	6381115	6415448	0.195967	0.128559	0.067005	0.160006
scaffold_18	6405104	6450874	-0.281962	-0.107451	-0.063799	-0.191014
scaffold_18	6416236	6456485	-0.222594	-0.059317	-0.039799	-0.117304
scaffold_18	6450934	6471495	0.086925	0.044556	0.029264	0.049178
scaffold_18	6457289	6491550	0.369956	0.154143	0.091094	0.209325
scaffold_18	6472275	6516290	-0.211611	-0.093739	-0.035258	-0.129740
scaffold_18	6492732	6542047	-0.405349	-0.105935	-0.049605	-0.259661
scaffold_18	6516988	6584107	0.173277	0.022124	0.016762	0.105188
scaffold_18	6547150	6607552	0.173748	0.031460	0.022671	0.131098
scaffold_18	6584147	6623607	0.231019	0.097847	0.057262	0.193944
scaffold_18	6609017	6652781	0.179483	0.091391	0.051047	0.124943
scaffold_18	6623681	6682587	0.095922	0.036577	0.020235	0.060747
scaffold_18	6653020	6698052	0.338825	0.100485	0.056902	0.198907
scaffold_18	6682633	6720414	0.166453	0.076420	0.040237	0.115097
scaffold_18	6700623	6735192	0.013083	0.007159	0.003969	0.009151
scaffold_18	6720924	6765290	-0.065094	-0.029813	-0.018428	-0.047427
scaffold_18	6735687	6786419	-0.148944	-0.056366	-0.035237	-0.132844
scaffold_18	6765354	6798753	-0.007422	-0.002796	-0.001835	-0.005366
scaffold_18	6786437	6827632	0.156507	0.060319	0.038633	0.091686
