chr	windowStart	windowEnd	D	f_d	f_dM	d_f
scaffold_18	38795	38964	-0.647059	-0.238071	-0.177340	-0.647059
scaffold_18	38964	38977	-0.909091	-0.311146	-0.227239	-0.909091
scaffold_18	38977	38986	-0.909091	-14.285714	-0.892857	-0.909091
scaffold_18	38986	39151	-1.000000	-15.555556	-0.892786	-1.000000
scaffold_18	39151	39221	-1.000000	-0.952381	-0.469897	-1.000000
scaffold_18	39221	39338	-0.866667	-0.098779	-0.088947	-0.866667
scaffold_18	39338	39553	0.189474	0.012303	0.011741	0.019694
scaffold_18	39553	39650	0.114943	0.052076	0.038164	0.011038
scaffold_18	39650	39671	1.000000	0.254391	0.254391	1.000000
scaffold_18	39671	39689	-0.569767	9.985444	-0.638667	-0.353791
scaffold_18	39689	39741	-0.646341	-1.307374	-0.428608	-0.394052
scaffold_18	39741	39751	0.414634	0.071916	0.070151	0.142857
scaffold_18	39751	39753	-0.044534	-0.385772	-0.271509	-0.022312
scaffold_18	39753	39828	0.005865	0.020896	0.018568	0.003929
scaffold_18	39828	39869	-0.136471	20.714286	-0.376623	-0.071166
scaffold_18	39869	40042	-0.216981	1.048632	-0.758242	-0.095700
scaffold_18	40042	40048	0.035714	0.238095	0.095238	0.014925
scaffold_18	40048	40272	-0.890625	-0.365117	-0.264791	-0.740260
scaffold_18	40272	40304	-1.000000	-0.888808	-0.470566	-1.000000
scaffold_18	40304	40312	-0.400000	-0.466667	-0.256881	-0.400000
scaffold_18	40312	40396	-0.076923	-0.136187	-0.030082	-0.010830
scaffold_18	40396	40599	-1.000000	-2.519685	-0.244135	-0.111111
scaffold_18	40599	40710	-1.000000	6.956522	-0.296342	-0.176471
scaffold_18	40710	40711	-1.000000	2.307692	-0.733624	-0.446809
scaffold_18	40711	40713	-1.000000	-inf	-1.000000	-1.000000
scaffold_18	40713	40746	-1.000000	-inf	-1.000000	-1.000000
scaffold_18	40746	40771	-1.000000	-inf	-1.000000	-1.000000
scaffold_18	40771	41070	-1.000000	-4.633570	-0.822493	-1.000000
scaffold_18	41070	41357	-1.000000	-2.056355	-0.667798	-1.000000
scaffold_18	41357	41383	-1.000000	-2.372881	-0.698037	-1.000000
scaffold_18	41383	41397	-1.000000	-11.200000	-0.918033	-1.000000
scaffold_18	41397	41473	-1.000000	-28.888889	-0.918525	-1.000000
scaffold_18	41473	41510	-1.000000	-20.000000	-0.886427	-1.000000
scaffold_18	41510	41556	-1.000000	-inf	-0.969697	-1.000000
scaffold_18	41556	41682	-1.000000	-5.000000	-0.795660	-1.000000
scaffold_18	41682	41937	-1.000000	-1.981982	-0.646346	-1.000000
scaffold_18	41937	41942	-1.000000	-1.379310	-0.573220	-1.000000
scaffold_18	41942	43923	-1.000000	-1.589546	-0.486203	-0.609195
scaffold_18	43923	43993	-1.000000	5.439795	-0.761455	-0.579618
scaffold_18	43993	44024	-1.000000	3.028286	-0.905923	-0.619048
scaffold_18	44024	44057	-0.962264	8.581731	-0.743131	-0.600000
scaffold_18	44057	44136	-0.111111	-0.006655	-0.006441	-0.111111
scaffold_18	44136	44212	-1.000000	-0.579062	-0.366712	-1.000000
scaffold_18	44212	44238	-1.000000	-5.555556	-0.847458	-1.000000
scaffold_18	44238	44285	-1.000000	-3.095790	-0.714572	-1.000000
scaffold_18	44285	44293	0.523810	0.091211	0.076869	0.523810
scaffold_18	44293	44397	1.000000	0.239024	0.239024	1.000000
scaffold_18	44397	44422	-0.565217	-18.200000	-0.329916	-0.228070
scaffold_18	44422	44435	-1.000000	1.610924	-0.820625	-0.423729
scaffold_18	44435	44437	-1.000000	2.384167	-0.839002	-0.552239
scaffold_18	44437	44594	-0.754545	1.960520	-0.526545	-0.379863
scaffold_18	44594	44607	-0.113636	-1.040119	-0.057811	-0.051813
scaffold_18	44607	44741	-0.750000	-1.447444	-0.538347	-0.750000
scaffold_18	44741	44835	-1.000000	-6.248672	-0.775048	-1.000000
scaffold_18	44835	44869	-1.000000	-68.600000	-0.887954	-1.000000
scaffold_18	44869	44940	-1.000000	-15.555556	-0.929846	-1.000000
scaffold_18	44940	44971	-1.000000	-5.263158	-0.829445	-1.000000
scaffold_18	44971	45053	-1.000000	-8.000000	-0.873720	-1.000000
scaffold_18	45053	45092	-0.703704	-3.275862	-0.756595	-0.703704
scaffold_18	45092	45173	-0.771429	-4.655172	-0.823171	-0.771429
scaffold_18	45173	45445	-0.964912	-6.525424	-0.461735	-0.964912
scaffold_18	45445	45451	1.000000	0.328859	0.092138	1.000000
scaffold_18	45451	45453	1.000000	0.415677	0.415677	1.000000
scaffold_18	45453	45482	-0.826087	-3.392857	-0.714286	-0.826087
scaffold_18	45482	45564	-1.000000	-inf	-1.000000	-1.000000
scaffold_18	45564	45611	-1.000000	-inf	-1.000000	-1.000000
scaffold_18	45611	45802	-1.000000	-2.926829	-0.738178	-1.000000
scaffold_18	45802	45829	-1.000000	-2.926829	-0.738178	-1.000000
scaffold_18	45829	45907	-0.918919	-2.948464	-0.746737	-0.890052
scaffold_18	45907	45938	-0.913295	9.501718	-0.694026	-0.501587
scaffold_18	45938	46010	-1.000000	3.607692	-0.957143	-0.663366
scaffold_18	46010	46037	-0.866667	-4.550000	-0.771186	-0.866667
scaffold_18	46037	46052	0.333333	0.430769	0.430769	0.235294
scaffold_18	46052	46128	-0.312883	-1.663560	-0.303610	-0.251232
scaffold_18	46128	46138	-1.000000	22.482806	-0.918297	-1.000000
scaffold_18	46138	46181	-1.000000	-22.222222	-0.956938	-1.000000
scaffold_18	46181	46494	-1.000000	-1.817507	-0.509096	-1.000000
scaffold_18	46494	46507	-1.000000	-1.586788	-0.489173	-1.000000
scaffold_18	46507	46543	-0.411765	-0.686275	-0.315315	-0.411765
scaffold_18	46543	46613	-0.523810	-0.341085	-0.226512	-0.523810
scaffold_18	46613	46739	-1.000000	-0.698291	-0.368093	-0.736434
scaffold_18	46739	46867	-0.084337	-0.071890	-0.042837	-0.024306
scaffold_18	46867	46930	0.310345	0.336134	0.234432	0.078603
scaffold_18	46930	47022	-1.000000	-2.661838	-0.348248	-1.000000
scaffold_18	47022	47138	-1.000000	3.461721	-0.348897	-0.203125
scaffold_18	47138	47155	-0.282609	-3.179039	-0.283987	-0.081633
scaffold_18	47155	47173	0.181287	0.263030	0.254396	0.143519
scaffold_18	47173	47248	1.000000	1.000000	1.000000	1.000000
scaffold_18	47248	47270	1.000000	1.000000	1.000000	1.000000
scaffold_18	47270	47317	1.000000	0.865151	0.855191	0.302326
scaffold_18	47317	48491	0.445902	0.628549	0.616092	0.116041
scaffold_18	48491	48711	-0.156250	-0.299145	-0.133794	-0.097160
scaffold_18	48711	48750	-0.857143	-1.182543	-0.364851	-0.473684
scaffold_18	48750	48813	1.000000	0.229383	0.220176	1.000000
scaffold_18	48813	48924	1.000000	0.130946	0.130946	1.000000
scaffold_18	48924	48960	-0.915789	-3.316993	-0.609244	-0.719008
scaffold_18	48960	48969	-0.857143	-3.119363	-0.585366	-0.677419
scaffold_18	48969	48976	1.000000	0.246305	0.246305	1.000000
scaffold_18	48976	49000	-0.725664	-18.034111	-0.877475	-0.582150
scaffold_18	49000	49043	-0.725664	-2.720011	-0.688786	-0.582150
scaffold_18	49043	49073	-0.866667	-1.358885	-0.551627	-0.866667
scaffold_18	49073	49163	-1.000000	-1.998834	-0.661615	-1.000000
scaffold_18	49163	49304	-0.806452	-0.410220	-0.279362	-0.806452
scaffold_18	49304	49411	-0.866667	-0.976744	-0.476024	-0.866667
scaffold_18	49411	49417	-1.000000	14.000000	-0.919965	-0.852632
scaffold_18	49417	49436	-1.000000	9.848122	-0.957595	-0.862745
scaffold_18	49436	49480	-1.000000	10.575540	-0.960854	-0.879070
scaffold_18	49480	49525	-0.600484	-3.642467	-0.675329	-0.471931
scaffold_18	49525	49611	-0.518950	-1.094519	-0.522563	-0.441140
scaffold_18	49611	49780	-1.000000	-3.902439	-0.783833	-1.000000
scaffold_18	49780	49789	-1.000000	7.915385	-0.941176	-0.849711
scaffold_18	49789	50122	-1.000000	-2.122525	-0.607869	-0.849711
scaffold_18	50122	50183	-0.811229	-1.059840	-0.507569	-0.666137
scaffold_18	50183	50322	-0.829694	-5.347379	-0.392768	-0.693431
scaffold_18	50322	50328	-1.000000	-12.500000	-0.451914	-1.000000
scaffold_18	50328	50483	-0.842105	-0.819987	-0.432286	-0.842105
scaffold_18	50483	50566	-0.813187	-1.367597	-0.485950	-0.651982
scaffold_18	50566	50600	-0.926027	10.933457	-0.818922	-0.680765
scaffold_18	50600	50701	-0.899329	5.864944	-0.761322	-0.541779
scaffold_18	50701	50717	-0.387097	-2.350120	-0.606592	-0.230769
scaffold_18	50717	50776	-0.387097	-8.054795	-0.714655	-0.230769
scaffold_18	50776	51055	-0.387097	-0.438119	-0.278478	-0.230769
scaffold_18	51055	51069	-0.419643	-0.436137	-0.280397	-0.229268
scaffold_18	51069	51226	0.260870	0.045432	0.041542	0.096774
scaffold_18	51226	51374	1.000000	0.149502	0.146834	1.000000
scaffold_18	51374	51580	-0.428571	0.306122	-0.096670	-0.025641
scaffold_18	51580	51772	-1.000000	1.480519	-0.452381	-0.147287
scaffold_18	51772	51798	-1.000000	27.638376	-0.844515	-0.781022
scaffold_18	51798	51889	-1.000000	-38.294118	-0.781513	-0.756098
scaffold_18	51889	51901	-1.000000	0.968523	-0.308880	-0.106383
scaffold_18	51901	51907	-1.000000	0.501931	-0.371429	-0.100775
scaffold_18	51907	51919	-0.681818	0.974749	-0.758534	-0.223214
scaffold_18	51919	51925	-0.250000	-0.554717	-0.186047	-0.115385
scaffold_18	51925	52242	-0.750000	-0.604627	-0.351294	-0.750000
scaffold_18	52242	52280	-0.719298	-0.796227	-0.403597	-0.719298
scaffold_18	52280	52438	0.694915	0.353187	0.353187	0.672131
scaffold_18	52438	52476	0.689655	0.379414	0.379414	0.566572
scaffold_18	52476	52544	0.383260	0.698234	0.106204	0.128889
scaffold_18	52544	54626	0.147679	1.250000	0.047858	0.060870
scaffold_18	54626	55911	0.331624	0.260243	0.251391	0.222989
scaffold_18	55911	56032	-0.385488	-1.208613	-0.110493	-0.125926
scaffold_18	56032	56163	0.466667	0.852459	0.081722	0.259259
scaffold_18	56163	56164	0.766990	0.636565	0.174067	0.711712
scaffold_18	56164	56180	0.794872	0.509928	0.505562	0.744000
scaffold_18	56180	56181	1.000000	0.593325	0.590043	1.000000
scaffold_18	56181	56184	-0.142857	-0.407993	-0.084034	-0.104478
scaffold_18	56184	56250	0.271739	0.631053	0.142322	0.222081
scaffold_18	56250	56255	0.430769	0.785256	0.225394	0.365747
scaffold_18	56255	56396	-0.576763	-2.468290	-0.321401	-0.392655
scaffold_18	56396	56399	0.105263	0.054661	0.054255	0.094118
scaffold_18	56399	56490	-0.219750	-0.452648	-0.165582	-0.095990
scaffold_18	56490	56576	-0.289308	1.406114	-0.427367	-0.087187
scaffold_18	56576	56582	-0.045113	-0.148462	-0.092931	-0.015544
scaffold_18	56582	56614	0.791583	0.841705	0.841705	0.706619
scaffold_18	56614	56789	0.923567	0.823106	0.383840	0.868263
scaffold_18	56789	56907	1.000000	0.376851	0.087692	1.000000
scaffold_18	56907	56909	1.000000	0.274420	0.164095	1.000000
scaffold_18	56909	56918	1.000000	0.291667	0.291667	1.000000
scaffold_18	56918	57008	-0.440678	-0.398540	-0.190659	-0.329114
scaffold_18	57008	57079	-0.393443	-0.293262	-0.156894	-0.296296
scaffold_18	57079	57092	0.264706	0.201858	0.156663	0.072581
scaffold_18	57092	57130	-0.605263	0.776153	-0.463593	-0.095304
scaffold_18	57130	57131	-1.000000	0.747508	-0.486092	-0.113924
scaffold_18	57131	57144	-0.884438	1.247052	-0.542867	-0.240570
scaffold_18	57144	57225	-0.356307	-1.068167	-0.201871	-0.137688
scaffold_18	57225	57380	-0.323529	-0.784434	-0.151609	-0.120614
scaffold_18	57380	57434	-0.364583	-0.779758	-0.184092	-0.270270
scaffold_18	57434	57940	-0.104738	-0.214036	-0.093922	-0.044211
scaffold_18	57940	57953	0.490590	0.953592	0.591547	0.282310
scaffold_18	57953	58140	0.805794	0.873836	0.873836	0.569371
scaffold_18	58140	58206	0.211538	0.392657	0.174960	0.130332
scaffold_18	58206	58646	-0.015075	-0.032670	-0.010660	-0.013216
scaffold_18	58646	58742	0.580645	0.526316	0.190451	0.473684
scaffold_18	58742	58985	0.941606	0.895656	0.588125	0.941606
scaffold_18	58985	59201	0.954155	0.810801	0.799447	0.907357
scaffold_18	59201	59267	0.836735	0.479676	0.188962	0.685619
scaffold_18	59267	59347	0.762238	0.475923	0.198532	0.570681
scaffold_18	59347	59430	0.153846	0.249612	0.047248	0.090909
scaffold_18	59430	59476	-0.940659	1.109630	-0.136327	-0.484163
scaffold_18	59476	59488	0.111111	0.076642	0.019370	0.076923
scaffold_18	59488	59766	0.868217	0.155543	0.151853	0.312849
scaffold_18	59766	60100	0.966507	0.237879	0.197233	0.534392
scaffold_18	60100	60211	0.910714	0.560580	0.477854	0.879310
scaffold_18	60211	60262	0.877451	0.637789	0.637789	0.836449
scaffold_18	60262	60286	-0.116838	0.633316	-0.205980	-0.016618
scaffold_18	60286	60362	-0.226345	0.509607	-0.467881	-0.029858
scaffold_18	60362	60651	0.628319	0.563237	0.428725	0.210682
scaffold_18	60651	60725	0.238342	0.374564	0.151494	0.123435
scaffold_18	60725	61294	-0.742475	1.091752	-0.414430	-0.264916
scaffold_18	61294	61296	-0.120000	-0.787992	-0.096444	-0.037500
scaffold_18	61296	61413	-0.185185	-1.298701	-0.418629	-0.060976
scaffold_18	61413	61666	-1.000000	-29.400000	-0.315514	-1.000000
scaffold_18	61666	61723	-1.000000	4.200000	-0.178102	-1.000000
scaffold_18	61723	63162	-1.000000	-5.013514	-0.156561	-1.000000
scaffold_18	63162	63760	-1.000000	-1.360167	-0.348673	-1.000000
scaffold_18	63760	64219	0.111111	0.073906	0.041506	0.111111
scaffold_18	64219	64513	1.000000	0.190430	0.156910	1.000000
scaffold_18	64513	65682	0.810811	0.561164	0.529848	0.810811
scaffold_18	65682	65889	0.902174	0.848600	0.809790	0.902174
scaffold_18	65889	66694	0.960843	0.780687	0.732236	0.754137
scaffold_18	66694	66726	-0.533333	-0.272860	-0.175912	-0.176471
scaffold_18	66726	66968	0.666667	0.772338	0.530393	0.666667
scaffold_18	66968	67703	1.000000	0.764709	0.644391	1.000000
scaffold_18	67703	67806	0.250000	0.266898	0.221543	0.250000
scaffold_18	67806	68163	0.140167	0.164616	0.146254	0.131890
scaffold_18	68163	68667	0.628866	0.436628	0.394211	0.592233
scaffold_18	68667	69874	0.884615	0.177657	0.135427	0.884615
scaffold_18	69874	70140	-0.455446	-0.078336	-0.056077	-0.418182
scaffold_18	70140	70297	-0.411765	-0.300551	-0.213335	-0.375610
scaffold_18	70297	70548	-0.367876	-0.440525	-0.201750	-0.336493
scaffold_18	70548	70841	-0.866667	3.482143	-0.250824	-0.866667
scaffold_18	70841	70946	-0.866667	-4.285714	-0.264676	-0.866667
scaffold_18	70946	71281	-0.147059	-0.360329	-0.027912	-0.013599
scaffold_18	71281	71677	-0.241509	-0.035486	-0.024093	-0.028120
scaffold_18	71677	71803	-0.444444	-0.029574	-0.026002	-0.416667
scaffold_18	71803	71822	-1.000000	-0.212121	-0.140562	-1.000000
scaffold_18	71822	71889	0.473684	0.232610	0.205990	0.473684
scaffold_18	71889	72520	-0.343284	2.763948	-0.162720	-0.093117
scaffold_18	72520	72528	-0.818182	1.893118	-0.543733	-0.295938
scaffold_18	72528	72549	-0.573770	1.852234	-0.836502	-0.295245
scaffold_18	72549	72558	-0.292994	6.440000	-0.743166	-0.158758
scaffold_18	72558	73059	-0.300000	3.090627	-0.413134	-0.069512
scaffold_18	73059	73337	0.546512	0.087951	0.073118	0.074367
scaffold_18	73337	73444	0.857988	0.125781	0.117738	0.759162
scaffold_18	73444	73647	0.538695	0.551218	0.303716	0.521292
scaffold_18	73647	74082	0.543974	0.471732	0.279854	0.543974
scaffold_18	74082	74098	-0.647059	3.515982	-0.183593	-0.040892
scaffold_18	74098	74932	-1.000000	-0.168878	-0.073005	-0.061082
scaffold_18	74932	75919	-1.000000	-0.119346	-0.064630	-0.109034
scaffold_18	75919	76064	-1.000000	-0.252073	-0.157757	-1.000000
scaffold_18	76064	76273	-1.000000	14.863014	-0.289295	-0.289720
scaffold_18	76273	76583	-1.000000	-18.900000	-0.440296	-0.415385
scaffold_18	76583	76793	-1.000000	3.176404	-0.572985	-0.526316
scaffold_18	76793	76930	-1.000000	13.187713	-0.796676	-0.793103
scaffold_18	76930	76938	-1.000000	-63.481781	-0.965919	-1.000000
scaffold_18	76938	77753	-1.000000	-0.781188	-0.299364	-1.000000
scaffold_18	77753	77900	0.250000	0.106642	0.066968	0.250000
scaffold_18	77900	78255	0.748718	0.672672	0.386479	0.748718
scaffold_18	78255	78377	0.902564	0.715447	0.469521	0.902564
scaffold_18	78377	80475	0.888889	0.159555	0.116977	0.888889
scaffold_18	80475	80654	1.000000	0.040113	0.026730	1.000000
scaffold_18	80654	81019	0.148936	0.129083	0.080910	0.065421
scaffold_18	81019	81989	-0.584906	4.018519	-0.036676	-0.053356
scaffold_18	81989	82304	0.555556	0.311705	0.066692	0.105422
scaffold_18	82304	82889	0.225000	0.121845	0.095312	0.156522
scaffold_18	82889	83641	-0.866667	-0.493359	-0.280380	-0.866667
scaffold_18	83641	86231	0.430279	0.122282	0.112271	0.415385
scaffold_18	86231	86384	0.027397	0.013826	0.011735	0.026887
scaffold_18	86384	86858	-0.654867	-1.674982	-0.622872	-0.654867
scaffold_18	86858	88550	-0.937759	-1.835551	-0.506245	-0.923706
scaffold_18	88550	91628	0.612245	0.065836	0.031332	0.569620
scaffold_18	91628	91756	0.384858	0.099773	0.049841	0.202658
scaffold_18	91756	93207	0.229249	0.106550	0.046822	0.107807
scaffold_18	93207	93451	1.000000	0.121586	0.055561	1.000000
scaffold_18	93451	93510	0.079399	0.113348	0.097644	0.068140
scaffold_18	93510	93583	-0.476048	-1.474433	-0.583209	-0.442076
scaffold_18	93583	93590	-0.875000	-7.000000	-0.875000	-0.875000
scaffold_18	93590	93694	-0.886364	-7.500000	-0.882353	-0.886364
scaffold_18	93694	94221	-0.333333	-0.114063	-0.094369	-0.067485
scaffold_18	94221	94232	0.608696	0.113786	0.112453	0.084337
scaffold_18	94232	94233	-0.403183	-0.684039	-0.392891	-0.348624
scaffold_18	94233	97076	-0.436530	-0.763021	-0.347837	-0.400335
scaffold_18	97076	101444	-0.384615	-0.079279	-0.052659	-0.363636
scaffold_18	101444	101702	-0.078125	-0.023090	-0.017183	-0.074074
scaffold_18	101702	101741	0.357143	0.138810	0.138810	0.341463
scaffold_18	101741	101868	-0.157895	-0.038057	-0.028268	-0.022556
scaffold_18	101868	101870	-0.571429	-31.111111	-0.290306	-0.062500
scaffold_18	101870	102074	1.000000	0.363232	0.134398	1.000000
scaffold_18	102074	103731	1.000000	0.054035	0.033606	1.000000
scaffold_18	103731	103925	-0.272727	-0.173811	-0.074627	-0.093750
scaffold_18	103925	104023	0.359551	0.846241	0.382481	0.181818
scaffold_18	104023	104284	0.603175	0.868260	0.826928	0.400844
scaffold_18	104284	105807	0.630058	0.835638	0.542739	0.465315
scaffold_18	105807	106090	0.588235	0.709622	0.425424	0.487805
scaffold_18	106090	106179	-0.750000	-1.887640	-0.507649	-0.750000
scaffold_18	106179	110542	0.796992	0.277778	0.203974	0.598870
scaffold_18	110542	112253	0.796992	0.196950	0.145309	0.598870
scaffold_18	112253	114542	-0.750000	-0.068364	-0.048203	-0.750000
scaffold_18	114542	115374	-0.370000	-0.056426	-0.048372	-0.352381
scaffold_18	115374	115837	-0.100000	-0.046480	-0.018081	-0.050847
scaffold_18	115837	116132	0.646248	1.955255	0.343347	0.452304
scaffold_18	116132	116195	0.847784	0.845805	0.784084	0.770578
scaffold_18	116195	116291	0.000000	0.000000	0.000000	-0.000000
scaffold_18	116291	118060	-0.050000	-0.012187	-0.002106	-0.007299
scaffold_18	118060	118571	-0.977528	-2214.545455	-0.253986	-0.540373
scaffold_18	118571	118720	-0.446721	-0.229536	-0.136672	-0.246606
scaffold_18	118720	118762	0.993671	0.178999	0.178999	0.740566
scaffold_18	118762	119249	0.525424	0.195056	0.179265	0.525424
scaffold_18	119249	121887	0.066667	0.016933	0.007320	0.066667
scaffold_18	121887	122005	1.000000	0.141414	0.065057	1.000000
scaffold_18	122005	122526	-0.857143	4.329897	-0.489225	-0.230769
scaffold_18	122526	122579	-0.857143	-0.184251	-0.129830	-0.230769
scaffold_18	122579	122590	-0.329114	-0.139464	-0.062813	-0.021070
scaffold_18	122590	122635	-0.400000	0.347419	-0.276119	-0.029412
scaffold_18	122635	122661	-0.673913	-2.600048	-0.502652	-0.201560
scaffold_18	122661	122700	-0.544643	-0.455062	-0.312744	-0.514045
scaffold_18	122700	122736	-0.426667	-0.450644	-0.189189	-0.207792
scaffold_18	122736	123002	-0.300000	1.592115	-0.113317	-0.080429
scaffold_18	123002	123009	-0.169492	-0.167906	-0.080164	-0.099010
scaffold_18	123009	123068	-0.391304	1.836735	-0.734694	-0.070313
scaffold_18	123068	123302	-0.533333	3.265306	-0.746356	-0.118519
scaffold_18	123302	123326	-0.423077	-2.200000	-0.637681	-0.314286
scaffold_18	123326	123847	-0.403409	-1.587859	-0.559606	-0.297071
scaffold_18	123847	124811	-1.000000	-0.617787	-0.331766	-1.000000
scaffold_18	124811	125248	-0.866667	-0.186590	-0.137408	-0.866667
scaffold_18	125248	127311	0.746479	0.189151	0.151003	0.158209
scaffold_18	127311	127956	0.638079	0.379791	0.316984	0.299758
scaffold_18	127956	129631	0.681239	0.200301	0.191181	0.550810
scaffold_18	129631	129952	0.751592	0.150160	0.143619	0.420677
scaffold_18	129952	130173	0.483193	0.663370	0.354903	0.209091
scaffold_18	130173	130174	-0.607143	1.734694	-0.179065	-0.182796
scaffold_18	130174	130568	-0.869048	-0.375128	-0.206711	-0.489933
scaffold_18	130568	130823	-0.723926	-1.673420	-0.422796	-0.448669
scaffold_18	130823	130871	-0.713376	1.876496	-0.646251	-0.230928
scaffold_18	130871	131396	-1.000000	-0.408116	-0.222418	-0.179856
scaffold_18	131396	131893	-0.750000	-0.836812	-0.398802	-0.600000
scaffold_18	131893	132089	-0.306250	-0.403862	-0.270321	-0.216814
scaffold_18	132089	133720	0.152941	0.095870	0.090059	0.086093
scaffold_18	133720	134109	-0.629938	-1.960259	-0.316910	-0.343148
scaffold_18	134109	135262	-0.392977	-0.613554	-0.181471	-0.269805
scaffold_18	135262	138174	0.788793	0.339617	0.264062	0.214537
scaffold_18	138174	138180	-0.245763	0.963455	-0.176574	-0.037084
scaffold_18	138180	138410	-0.148438	0.405117	-0.130809	-0.038618
scaffold_18	138410	140090	0.205080	0.069981	0.059177	0.198543
scaffold_18	140090	140846	0.329492	0.102117	0.084039	0.213345
scaffold_18	140846	140894	-0.010695	-0.007508	-0.004033	-0.005150
scaffold_18	140894	141925	-0.689420	3.412162	-0.497126	-0.393762
scaffold_18	141925	142773	1.000000	0.355230	0.165751	1.000000
scaffold_18	142773	142986	0.589928	0.281069	0.125590	0.546667
scaffold_18	142986	144588	0.344828	0.081585	0.033619	0.306122
scaffold_18	144588	145924	-0.647059	-0.359435	-0.143714	-0.647059
scaffold_18	145924	146482	-1.000000	-2.068056	-0.602654	-1.000000
scaffold_18	146482	146545	-0.592157	-1.314350	-0.498229	-0.485531
scaffold_18	146545	146624	-0.318436	-0.516438	-0.322317	-0.221790
scaffold_18	146624	146645	-0.718750	-1.432384	-0.512392	-0.534884
scaffold_18	146645	146722	0.557377	0.653436	0.554806	0.557377
scaffold_18	146722	146794	0.805063	0.749697	0.742043	0.805063
scaffold_18	146794	146927	1.000000	0.604113	0.604113	1.000000
scaffold_18	146927	147054	1.000000	0.931701	0.890229	1.000000
scaffold_18	147054	147610	0.890244	0.763712	0.722383	0.863905
scaffold_18	147610	147735	-0.423077	-0.451547	-0.207652	-0.385965
scaffold_18	147735	147878	-1.000000	7.364764	-0.655180	-0.609195
scaffold_18	147878	147896	-0.857143	-109.565217	-0.591133	-0.473684
scaffold_18	147896	147935	-0.647059	-1.423290	-0.506246	-0.647059
scaffold_18	147935	148009	-0.020408	-0.075138	-0.033554	-0.013699
scaffold_18	148009	148172	0.026087	0.130172	0.055534	0.015957
scaffold_18	148172	148210	-0.113475	14.088050	-0.639361	-0.045911
